15.319,15.319,202.1,225.05
16.587,16.587,76.118,226.87
1144.6,1144.6,2648.1,1974.9
935.02,935.02,1774.8,1774.8
326.48,326.48,719.01,641.71
17.037,17.037,5001,5001
518.25,965.27,4269.7,4294.6
1.4048,1.4048,1122.6,100.97
3.6864,3.6864,8.0338,3.6864
13.467,13.467,20.386,121.32
2647.1,2647.1,5001,4764.2
50.787,549.09,3499.2,5001
15.119,32.17,987.97,142.23
1762,1762,4153,5001
216.74,221.22,1355.2,491.64
1.5508,1.5508,4.3353,6.314
0.012997,0.012997,0.033994,7.459
0.006998,0.006998,0.018996,0.007998
0.002998,0.002998,0.008998,3.866
0.000999,0.000999,0.004998,0.013996
139.31,139.31,624.11,624.11
136.85,136.85,347.46,566.34
2476.9,2476.9,5001,4975.1
34.34,34.34,79.589,242.06
2847,2847,5001,2872.6
642.93,642.93,1167.1,667.07
6.523,6.523,6.523,6.523
6.8789,6.8789,6.8789,6.8789
162.98,162.98,309.21,253.24
164.56,164.56,278.16,255.77
201.28,201.28,258.79,291.91
168.22,168.22,263.83,259.11
19.094,19.094,22.887,118.22
54.129,54.129,2317.7,4059.4
5001,5001,5001,5001
1057.4,1057.4,5001,5001
10.166,10.166,10.166,13.482
336.92,336.92,433.68,591.68
0.44793,0.44793,1.1198,0.45393
0.50792,0.50792,3.3295,6.6804
16.054,16.054,26.915,57.384
79.238,79.238,5001,5001
73.125,73.125,1773.5,1871.9
170.72,170.72,170.72,286.44
5001,5001,5001,5001
1912.2,1912.2,1912.2,4554.5
2843.9,2843.9,2843.9,5001
1218.3,1218.3,2753.5,2795.7
49.135,49.135,468.01,292.54
84.588,84.588,298.58,925.37
441.7,441.7,1839.8,1839.8
72.738,72.738,5001,138.44
738.98,968.96,2224.8,1964.5
71.343,71.343,225.81,96.803
238.87,238.87,3130.6,1108.9
0.003998,0.003998,0.008997,0.003999
4.6303,4.6303,2318.8,5001
39.874,39.874,410.86,503.49
0.25696,0.25696,0.41494,74.053
0.027995,0.027995,5001,27.808
0.014997,0.014997,0.13298,0.10098
0.011997,0.011997,9.5985,10.751
0.017996,0.017996,406.55,26.817
0.006998,0.006998,0.015997,0.008997
0.005998,0.005998,0.012997,6.003
0.071989,0.071989,0.44293,18.619
5001,5001,5001,5001
5001,5001,5001,5001
5001,5001,5001,5001
1644.4,1644.4,1728.6,2478.3
911.7,911.7,971.12,1115.2
5001,5001,5001,5001
19.086,19.086,80.174,324.26
1520,1520,2801.2,5001
622.81,622.81,1051.5,711
1129.2,1129.2,1129.2,1222.1
195.02,195.02,3240.9,383.37
4.7223,4.7223,11.227,7.8408
11.768,11.768,12.761,98.132
1.9207,1.9207,4.2534,116.3
0.37094,0.37094,0.6739,0.38894
4.1144,4.1144,4.8063,125.21
0.53792,0.53792,1.0458,1.0458
1455.4,1455.4,3764.9,3930.2
0.78688,0.78688,1.5428,1.0268
3.6094,3.6094,5.2492,5.5002
1.6987,1.9997,2.1397,2.1397
5001,5001,5001,5001
847.94,847.94,2127.4,5001
7.1869,7.1869,564.89,80.467
5001,5001,5001,5001
5001,5001,5001,5001
762.1,762.1,5001,1552.6
5001,5001,5001,5001
5001,5001,5001,5001
5001,5001,5001,5001
5001,5001,5001,5001
5001,5001,5001,5001
585.52,585.52,5001,5001
1033,1986.5,5001,5001
5001,5001,5001,5001
640.83,640.83,5001,5001
94.336,94.336,3794.2,188.96
93.919,93.919,349.93,165.7
5001,5001,5001,5001
247.74,408.17,5001,557.96
46.841,46.841,3355.4,1976.6
5001,5001,5001,5001
5001,5001,5001,5001
5001,5001,5001,5001
5001,5001,5001,5001
13.02,13.02,452.86,443.83
1.9497,1.9497,4.6873,90.66
3.8894,3.8894,1567.8,1567.8
1.2388,1.2388,3.2445,1.3058
2606,2606,4229.3,2643.3
1.3538,1.3538,3.0855,81.931
0.34795,0.34795,0.34795,5001
9.3046,9.3046,26.565,128.66
1.2228,1.2228,1051.6,1.2688
0.87187,0.87187,21.442,0.90786
1.5028,1.5028,3.4945,87.41
5001,5001,5001,5001
5.5931,5.5931,231.41,10.526
6.337,6.337,49.041,175.98
24.89,24.89,62.365,278.58
10.518,10.518,10.518,928.95
7.6658,7.6658,10.465,159.54
3.9334,3.9334,5.6381,5.4512
29.848,29.848,29.848,29.848
18.405,18.405,30.423,458.8
218.3,218.3,940.78,424.19
72.002,72.002,2125.3,162.47
61.399,61.399,199.13,177.94
179.19,179.19,678.05,212.51
0.39394,0.39394,1.0628,0.41094
130.87,130.87,320.24,173.6
891.68,891.68,5001,987.4
153.66,153.66,205.65,229.8
2052.8,2052.8,2052.8,5001
1004.8,1004.8,5001,5001
630.53,630.53,1871.4,664.42
245.65,245.65,404.33,459.05
2133.2,2164.1,5001,5001
19.938,19.938,25.694,119.17
2.0077,2.0077,3.1255,3.1495
4.6283,4.6283,6.9429,6.422
0.58791,0.58791,1.3018,75.51
3.5515,3.5515,3.5515,3.5515
51.87,51.87,54.526,178.73
3.5375,3.5375,3.5375,5.4312
0.74489,0.74489,1.5188,0.76488
0.74089,0.74089,2.0607,0.74089
0.17897,0.17897,1.0838,0.98985
104.51,104.51,195.65,294.62
21.744,21.744,21.744,114.51
3.6225,3.6225,3.9434,84.738
2.5666,2.5666,3.5915,84.63
13.743,13.743,23.115,121.45
9.6355,9.6355,9.6355,103.35
44.584,44.584,120.93,376.97
588.01,588.01,5001,1002.4
1.1228,1.1228,1.1228,126.51
1.0428,1.0428,2.5106,79.466
0.008997,0.008997,0.030994,0.009997
0.009997,0.009997,0.082986,0.081987
11.845,11.845,22.91,111.76
440.73,440.73,991.48,1216.6
3123,3123,3798.1,4693.1
1.8187,1.8187,31.863,107.04
4.6693,4.6693,7.3009,7.3719
27.197,27.197,27.197,121.23
0.54592,0.54592,0.54592,1.0009
2417.9,2417.9,3186.3,5001
18.904,18.904,29.145,129.64
5001,5001,5001,5001
5001,5001,5001,5001
5001,5001,5001,5001
5001,5001,5001,5001
35.269,188.93,5001,911.76
0.005999,0.005999,0.024995,4.942
5001,5001,5001,5001
0.29895,0.29895,9.5825,20.685
5001,5001,5001,5001
91.163,91.163,5001,519.19
5001,5001,5001,5001
5001,5001,5001,5001
5001,5001,5001,5001
5.9161,5.9161,6.787,11.46
42.589,42.589,42.589,783.13
114.08,114.08,114.08,305.9
99.537,99.537,99.537,196.88
108.83,108.83,108.83,204.68
105.07,105.07,105.07,201.51
102.93,102.93,102.93,199.76
22.616,22.616,274.06,426.68
107.46,107.46,107.46,203.03
61.391,61.391,61.391,61.391
2632.8,2632.8,5001,5001
19.69,19.69,25.523,25.523
549.04,549.04,1314.5,1314.5
1095.2,1095.2,5001,4810
2556.2,2556.2,5001,5001
25.751,25.751,28.618,28.618
1309.7,1309.7,5001,1419.5
198.95,198.95,311.08,558.92
4.9532,4.9532,293.98,886.85
28.737,28.737,70.418,70.418
363.76,363.76,660.15,660.15
5001,5001,5001,5001
5001,5001,5001,5001
477.61,477.61,2270.5,579.21
745.08,745.08,5001,5001
129.66,129.66,245.98,955.03
381.96,381.96,923.49,923.49
16.613,16.613,92.735,92.735
1007.5,4067.6,5001,5001
3527.1,3527.1,5001,5001
7.4169,7.4169,12.871,14.478
28.465,28.465,91.831,127.56
5001,5001,5001,5001
124.84,124.84,385.53,1008.2
510.89,510.89,510.89,510.89
1503.6,3884.7,5001,4030.9
5001,5001,5001,5001
5001,5001,5001,5001
5001,5001,5001,5001
2.5626,2.5626,2.5626,2.5626
11.355,11.355,1240.2,121.04
22.131,22.131,531.77,531.77
8.0198,8.0198,11.952,116.95
75.173,75.173,164.28,183.25
380.92,380.92,730.08,1325.6
39.886,39.886,413.07,157.41
23.708,23.708,45.824,127.68
12.665,12.665,12.665,110.58
132.28,132.28,132.28,336.03
28.074,28.074,968.72,132.43
9.7985,9.7985,17.773,96.444
60.186,60.186,145.01,255.28
39.777,39.777,412.8,155.96
11.069,11.069,14.592,15.442
20.162,20.162,5001,549.98
45.083,45.083,511.45,657.72
5001,5001,5001,5001
323.64,323.64,5001,5001
552.98,552.98,980.85,980.85
718.86,718.86,1407.4,1407.4
2200.8,2209.5,5001,5001
21.567,21.567,21.567,122.9
1.7927,1.9497,12.26,28.808
4.0034,4.0034,12.048,131
4.3863,4.3863,4.3863,4.3863
23.738,23.738,44.024,135.67
44.759,44.759,85.482,193.97
79.111,79.111,79.111,212.24
55.554,55.554,55.554,178.46
0.95785,0.95785,1.5908,31.11
2102.8,2102.8,3308.7,2611.9
