Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
244,37,6,79.6087,0,10.0,-1,0.001,1.0,1,79.6087,13,0.2440000000000002,SAT,,0.029,
245,37,57,40.9475,0,10.0,-1,0.001,1.0,1,40.9475,13,0.2450000000000002,SAT,,0.029,
246,37,76,9.336,0,10.0,-1,0.001,1.0,1,9.336,13,0.2460000000000002,SAT,,0.028,
247,37,72,12.4045,0,10.0,-1,0.001,1.0,1,12.4045,13,0.2470000000000002,SAT,,0.029,
248,37,41,11.6091,0,10.0,-1,0.001,1.0,1,11.6091,13,0.2480000000000002,SAT,,0.028,
249,37,43,13.9651,0,10.0,-1,0.001,1.0,1,13.9651,13,0.2490000000000002,SAT,,0.028,
250,37,54,38.4546,0,10.0,-1,0.001,1.0,1,38.4546,13,0.25000000000000017,SAT,,0.029,
251,37,50,30.0682,0,10.0,-1,0.001,1.0,1,30.0682,13,0.25100000000000017,SAT,,0.029,
252,37,18,19.6752,0,10.0,-1,0.001,1.0,1,19.6752,13,0.25200000000000017,SAT,,0.029,
253,37,33,14.5116,0,10.0,-1,0.001,1.0,1,14.5116,13,0.25300000000000017,SAT,,0.029,
254,37,66,26.13,0,10.0,-1,0.001,1.0,1,26.13,13,0.25400000000000017,SAT,,0.028,
255,37,9,52.3078,0,10.0,-1,0.001,1.0,1,52.3078,13,0.25500000000000017,SAT,,0.029,
256,37,10,45.222,0,10.0,-1,0.001,1.0,1,45.222,13,0.25600000000000017,SAT,,0.029,
257,37,46,19.8936,0,10.0,-1,0.001,1.0,1,19.8936,13,0.2570000000000002,SAT,,0.028,
258,37,5,90.6955,0,10.0,-1,0.001,1.0,1,90.6955,13,0.2580000000000002,SAT,,0.029,
259,37,1,144.1795,0,10.0,-1,0.001,1.0,1,144.1795,13,0.2590000000000002,SAT,,0.028,
260,37,4,102.7342,0,10.0,-1,0.001,1.0,1,102.7342,13,0.2600000000000002,SAT,,0.028,
261,37,56,40.5696,0,10.0,-1,0.001,1.0,1,40.5696,13,0.2610000000000002,SAT,,0.028,
262,37,73,11.0791,0,10.0,-1,0.001,1.0,1,11.0791,13,0.2620000000000002,SAT,,0.029,
263,37,64,31.3876,0,10.0,-1,0.001,1.0,1,31.3876,13,0.2630000000000002,SAT,,0.028,
264,37,58,40.8484,0,10.0,-1,0.001,1.0,1,40.8484,13,0.2640000000000002,SAT,,0.028,
265,37,17,20.502,0,10.0,-1,0.001,1.0,1,20.502,13,0.2650000000000002,SAT,,0.029,
266,37,2,129.5173,0,10.0,-1,0.001,1.0,1,129.5173,13,0.2660000000000002,SAT,,0.028,
267,37,16,21.8277,0,10.0,-1,0.001,1.0,1,21.8277,13,0.2670000000000002,SAT,,0.028,
268,37,51,32.527,0,10.0,-1,0.001,1.0,1,32.527,13,0.2680000000000002,SAT,,0.028,
269,37,11,39.1247,0,10.0,-1,0.001,1.0,1,39.1247,13,0.2690000000000002,SAT,,0.03,
270,37,42,12.6087,0,10.0,-1,0.001,1.0,1,12.6087,13,0.2700000000000002,SAT,,0.028,
271,37,47,22.3299,0,10.0,-1,0.001,1.0,1,22.3299,13,0.2710000000000002,SAT,,0.028,
272,34,38,11.2952,0,10.0,-1,0.001,1.0,1,11.2952,13,0.2720000000000002,SAT,,0.029,
273,38,44,103.7355,0,10.0,-1,0.001,1.0,1,103.7355,13,0.2730000000000002,SAT,,0.028,
274,34,36,12.1785,0,10.0,-1,0.001,1.0,1,12.1785,14,0.2740000000000002,SAT,,0.028,
275,39,17,20.337,0,10.0,-1,0.001,1.0,1,20.337,14,0.2750000000000002,SAT,,0.028,
276,34,28,19.0329,0,10.0,-1,0.001,1.0,1,19.0329,14,0.2760000000000002,SAT,,0.029,
277,40,38,7.5036,0,10.0,-1,0.001,1.0,1,7.5036,14,0.2770000000000002,SAT,,0.029,
278,40,7,174.8017,0,10.0,-1,0.001,1.0,1,174.8017,14,0.2780000000000002,SAT,,0.029,
279,40,2,261.5091,0,10.0,-1,0.001,1.0,1,261.5091,14,0.2790000000000002,SAT,,0.03,
280,34,23,19.3244,0,10.0,-1,0.001,1.0,1,19.3244,14,0.2800000000000002,SAT,,0.028,
281,41,7,69.1946,0,10.0,-1,0.001,1.0,1,69.1946,14,0.2810000000000002,SAT,,0.029,
282,34,31,16.8286,0,10.0,-1,0.001,1.0,1,16.8286,14,0.2820000000000002,SAT,,0.03,
283,42,57,153.6201,0,10.0,-1,0.001,1.0,1,153.6201,14,0.2830000000000002,SAT,,0.028,
284,34,12,32.8827,0,10.0,-1,0.001,1.0,1,32.8827,15,0.2840000000000002,SAT,,0.028,
285,43,23,37.6063,0,10.0,-1,0.001,1.0,1,37.6063,15,0.2850000000000002,SAT,,0.029,
286,34,25,19.6657,0,10.0,-1,0.001,1.0,1,19.6657,15,0.2860000000000002,SAT,,0.029,
287,44,30,28.0685,0,10.0,-1,0.001,1.0,1,28.0685,15,0.2870000000000002,SAT,,0.029,
288,34,26,19.6351,0,10.0,-1,0.001,1.0,1,19.6351,15,0.2880000000000002,SAT,,0.028,
289,45,5,159.0093,0,10.0,-1,0.001,1.0,1,159.0093,15,0.2890000000000002,SAT,,0.029,
290,34,59,41.1713,0,10.0,-1,0.001,1.0,1,41.1713,15,0.2900000000000002,SAT,,0.029,
291,46,48,9.4658,0,10.0,-1,0.001,1.0,1,9.4658,15,0.2910000000000002,SAT,,0.029,
292,46,16,50.1868,0,10.0,-1,0.001,1.0,1,50.1868,15,0.2920000000000002,SAT,,0.029,
293,46,9,97.7749,0,10.0,-1,0.001,1.0,1,97.7749,15,0.2930000000000002,SAT,,0.028,
294,34,61,38.6693,0,10.0,-1,0.001,1.0,1,38.6693,16,0.2940000000000002,SAT,,0.029,
295,47,7,134.4988,0,10.0,-1,0.001,1.0,1,134.4988,16,0.2950000000000002,SAT,,0.03,
296,34,71,14.7824,0,10.0,-1,0.001,1.0,1,14.7824,16,0.2960000000000002,SAT,,0.03,
297,48,38,69.1355,0,10.0,-1,0.001,1.0,1,69.1355,16,0.2970000000000002,SAT,,0.029,
298,34,34,13.8578,0,10.0,-1,0.001,1.0,1,13.8578,16,0.2980000000000002,SAT,,0.029,
299,49,37,4.8936,0,10.0,-1,0.001,1.0,1,4.8936,16,0.2990000000000002,SAT,,0.028,
300,49,43,0.809,0,10.0,-1,0.001,1.0,1,0.809,16,0.3000000000000002,SAT,,0.029,
301,49,73,0.4055,0,10.0,-1,0.001,1.0,1,0.4055,16,0.3010000000000002,SAT,,0.03,
302,49,64,13.4531,0,10.0,-1,0.001,1.0,1,13.4531,16,0.3020000000000002,SAT,,0.03,
303,49,10,101.0121,0,10.0,-1,0.001,1.0,1,101.0121,16,0.3030000000000002,SAT,,0.028,
304,49,75,1.2455,0,10.0,-1,0.001,1.0,1,1.2455,16,0.3040000000000002,SAT,,0.029,
305,49,44,1.584,0,10.0,-1,0.001,1.0,1,1.584,16,0.3050000000000002,SAT,,0.029,
306,49,57,21.2271,0,10.0,-1,0.001,1.0,1,21.2271,16,0.3060000000000002,SAT,,0.028,
307,49,12,83.4569,0,10.0,-1,0.001,1.0,1,83.4569,16,0.3070000000000002,SAT,,0.029,
308,49,27,30.3066,0,10.0,-1,0.001,1.0,1,30.3066,16,0.3080000000000002,SAT,,0.029,
309,49,46,4.1932,0,10.0,-1,0.001,1.0,1,4.1932,16,0.3090000000000002,SAT,,0.028,
310,49,21,43.6478,0,10.0,-1,0.001,1.0,1,43.6478,16,0.3100000000000002,SAT,,0.029,
311,49,23,39.2276,0,10.0,-1,0.001,1.0,1,39.2276,16,0.3110000000000002,SAT,,0.03,
312,49,11,91.7222,0,10.0,-1,0.001,1.0,1,91.7222,16,0.3120000000000002,SAT,,0.029,
313,49,51,13.965,0,10.0,-1,0.001,1.0,1,13.965,16,0.3130000000000002,SAT,,0.029,
314,34,14,25.4378,0,10.0,-1,0.001,1.0,1,25.4378,17,0.3140000000000002,SAT,,0.028,
315,50,4,221.0896,0,10.0,-1,0.001,1.0,1,221.0896,17,0.3150000000000002,SAT,,0.028,
316,34,8,58.9265,0,10.0,-1,0.001,1.0,1,58.9265,17,0.3160000000000002,SAT,,0.029,
317,51,71,111.1533,0,10.0,-1,0.001,1.0,1,111.1533,17,0.3170000000000002,SAT,,0.029,
318,34,49,28.3365,0,10.0,-1,0.001,1.0,1,28.3365,17,0.3180000000000002,SAT,,0.028,
319,52,48,7.4391,0,10.0,-1,0.001,1.0,1,7.4391,17,0.31900000000000023,SAT,,0.029,
320,52,11,122.9,0,10.0,-1,0.001,1.0,1,122.9,17,0.32000000000000023,SAT,,0.029,
321,52,71,2.855,0,10.0,-1,0.001,1.0,1,2.855,17,0.32100000000000023,SAT,,0.028,
322,34,68,21.5968,0,10.0,-1,0.001,1.0,1,21.5968,17,0.32200000000000023,SAT,,0.028,
323,53,43,51.293,0,10.0,-1,0.001,1.0,1,51.293,17,0.32300000000000023,SAT,,0.029,
324,34,69,19.0957,0,10.0,-1,0.001,1.0,1,19.0957,18,0.32400000000000023,SAT,,0.028,
325,54,61,37.9204,0,10.0,-1,0.001,1.0,1,37.9204,18,0.32500000000000023,SAT,,0.029,
326,54,66,26.2551,0,10.0,-1,0.001,1.0,1,26.2551,18,0.32600000000000023,SAT,,0.028,
327,54,58,40.9864,0,10.0,-1,0.001,1.0,1,40.9864,18,0.32700000000000023,SAT,,0.029,
328,54,16,21.7093,0,10.0,-1,0.001,1.0,1,21.7093,18,0.32800000000000024,SAT,,0.029,
329,54,10,45.0225,0,10.0,-1,0.001,1.0,1,45.0225,18,0.32900000000000024,SAT,,0.029,
330,54,8,60.1713,0,10.0,-1,0.001,1.0,1,60.1713,18,0.33000000000000024,SAT,,0.029,
331,54,28,18.9686,0,10.0,-1,0.001,1.0,1,18.9686,18,0.33100000000000024,SAT,,0.028,
332,34,62,36.8243,0,10.0,-1,0.001,1.0,1,36.8243,18,0.33200000000000024,SAT,,0.03,
333,55,49,13.301,0,10.0,-1,0.001,1.0,1,13.301,18,0.33300000000000024,SAT,,0.029,
334,55,8,99.3803,0,10.0,-1,0.001,1.0,1,99.3803,18,0.33400000000000024,SAT,,0.028,
335,55,41,1.7411,0,10.0,-1,0.001,1.0,1,1.7411,18,0.33500000000000024,SAT,,0.028,
336,34,22,19.0536,0,10.0,-1,0.001,1.0,1,19.0536,19,0.33600000000000024,SAT,,0.029,
337,56,14,96.2741,0,10.0,-1,0.001,1.0,1,96.2741,19,0.33700000000000024,SAT,,0.029,
338,34,20,18.666,0,10.0,-1,0.001,1.0,1,18.666,19,0.33800000000000024,SAT,,0.029,
339,57,41,4.7712,0,10.0,-1,0.001,1.0,1,4.7712,19,0.33900000000000025,SAT,,0.029,
340,57,11,135.4589,0,10.0,-1,0.001,1.0,1,135.4589,19,0.34000000000000025,SAT,,0.057,
341,57,59,19.7693,0,10.0,-1,0.001,1.0,1,19.7693,19,0.34100000000000025,SAT,,0.029,
342,34,74,10.7319,0,10.0,-1,0.001,1.0,1,10.7319,19,0.34200000000000025,SAT,,0.029,
343,58,18,73.3514,0,10.0,-1,0.001,1.0,1,73.3514,19,0.34300000000000025,SAT,,0.028,
344,34,70,16.8047,0,10.0,-1,0.001,1.0,1,16.8047,19,0.34400000000000025,SAT,,0.028,
345,59,76,106.8569,0,10.0,-1,0.001,1.0,1,106.8569,19,0.34500000000000025,SAT,,0.028,
346,34,13,28.7376,0,10.0,-1,0.001,1.0,1,28.7376,20,0.34600000000000025,SAT,,0.029,
347,60,7,174.5815,0,10.0,-1,0.001,1.0,1,174.5815,20,0.34700000000000025,SAT,,0.029,
348,34,40,11.5934,0,10.0,-1,0.001,1.0,1,11.5934,20,0.34800000000000025,SAT,,0.028,
349,61,8,97.6226,0,10.0,-1,0.001,1.0,1,97.6226,20,0.34900000000000025,SAT,,0.029,
350,34,45,18.4126,0,10.0,-1,0.001,1.0,1,18.4126,20,0.35000000000000026,SAT,,0.03,
351,62,76,6.8677,0,10.0,-1,0.001,1.0,1,6.8677,20,0.35100000000000026,SAT,,0.029,
352,62,18,75.2224,0,10.0,-1,0.001,1.0,1,75.2224,20,0.35200000000000026,SAT,,0.028,
353,62,47,5.9494,0,10.0,-1,0.001,1.0,1,5.9494,20,0.35300000000000026,SAT,,0.028,
354,34,67,24.2393,0,10.0,-1,0.001,1.0,1,24.2393,20,0.35400000000000026,SAT,,0.029,
355,63,26,20.7116,0,10.0,-1,0.001,1.0,1,20.7116,20,0.35500000000000026,SAT,,0.029,
356,34,52,35.6715,0,10.0,-1,0.001,1.0,1,35.6715,21,0.35600000000000026,SAT,,0.029,
357,64,12,112.8903,0,10.0,-1,0.001,1.0,1,112.8903,21,0.35700000000000026,SAT,,0.028,
358,34,53,37.6781,0,10.0,-1,0.001,1.0,1,37.6781,21,0.35800000000000026,SAT,,0.028,
359,65,44,1.4222,0,10.0,-1,0.001,1.0,1,1.4222,21,0.35900000000000026,SAT,,0.029,
360,65,69,3.5499,0,10.0,-1,0.001,1.0,1,3.5499,21,0.36000000000000026,SAT,,0.029,
361,65,73,0.5084,0,10.0,-1,0.001,1.0,1,0.5084,21,0.36100000000000027,SAT,,0.029,
362,65,49,9.4325,0,10.0,-1,0.001,1.0,1,9.4325,21,0.36200000000000027,SAT,,0.029,
363,65,34,12.4689,0,10.0,-1,0.001,1.0,1,12.4689,21,0.36300000000000027,SAT,,0.028,
364,65,9,116.8926,0,10.0,-1,0.001,1.0,1,116.8926,21,0.36400000000000027,SAT,,0.081,
365,65,47,5.5753,0,10.0,-1,0.001,1.0,1,5.5753,21,0.36500000000000027,SAT,,0.028,
366,65,4,186.0113,0,10.0,-1,0.001,1.0,1,186.0113,21,0.36600000000000027,SAT,,0.028,
367,65,26,34.6088,0,10.0,-1,0.001,1.0,1,34.6088,21,0.36700000000000027,SAT,,0.028,
368,65,50,11.463,0,10.0,-1,0.001,1.0,1,11.463,21,0.36800000000000027,SAT,,0.028,
369,65,64,12.9906,0,10.0,-1,0.001,1.0,1,12.9906,21,0.36900000000000027,SAT,,0.028,
370,65,40,1.1378,0,10.0,-1,0.001,1.0,1,1.1378,21,0.3700000000000003,SAT,,0.028,
371,65,18,55.2962,0,10.0,-1,0.001,1.0,1,55.2962,21,0.3710000000000003,SAT,,0.027,
372,65,66,8.9519,0,10.0,-1,0.001,1.0,1,8.9519,21,0.3720000000000003,SAT,,0.054,
373,65,27,32.0894,0,10.0,-1,0.001,1.0,1,32.0894,21,0.3730000000000003,SAT,,0.028,
374,34,35,12.9473,0,10.0,-1,0.001,1.0,1,12.9473,22,0.3740000000000003,SAT,,0.029,
375,50,11,122.8974,0,10.0,-1,0.001,1.0,1,122.8974,22,0.3750000000000003,SAT,,0.029,
376,34,15,22.9096,0,10.0,-1,0.001,1.0,1,22.9096,22,0.3760000000000003,SAT,,0.028,
377,66,48,64.7297,0,10.0,-1,0.001,1.0,1,64.7297,22,0.3770000000000003,SAT,,0.028,
378,34,3,113.7028,0,10.0,-1,0.001,1.0,1,113.7028,22,0.3780000000000003,SAT,,0.029,
379,67,9,145.4229,0,10.0,-1,0.001,1.0,1,145.4229,22,0.3790000000000003,SAT,,0.028,
380,34,63,34.6576,0,10.0,-1,0.001,1.0,1,34.6576,22,0.3800000000000003,SAT,,0.028,
381,68,62,48.6373,0,10.0,-1,0.001,1.0,1,48.6373,22,0.3810000000000003,SAT,,0.082,
382,34,65,29.641,0,10.0,-1,0.001,1.0,1,29.641,22,0.3820000000000003,SAT,,0.029,
383,69,6,187.4625,0,10.0,-1,0.001,1.0,1,187.4625,22,0.3830000000000003,SAT,,0.028,
384,34,39,11.2783,0,10.0,-1,0.001,1.0,1,11.2783,23,0.3840000000000003,SAT,,0.029,
385,70,9,123.7373,0,10.0,-1,0.001,1.0,1,123.7373,23,0.3850000000000003,SAT,,0.029,
386,34,32,15.8581,0,10.0,-1,0.001,1.0,1,15.8581,23,0.3860000000000003,SAT,,0.028,
387,71,38,34.1756,0,10.0,-1,0.001,1.0,1,34.1756,23,0.3870000000000003,SAT,,0.029,
388,34,60,40.1338,0,10.0,-1,0.001,1.0,1,40.1338,23,0.3880000000000003,SAT,,0.03,
389,72,13,86.3071,0,10.0,-1,0.001,1.0,1,86.3071,23,0.3890000000000003,SAT,,0.029,
390,34,29,18.4533,0,10.0,-1,0.001,1.0,1,18.4533,23,0.3900000000000003,SAT,,0.028,
391,73,28,26.4472,0,10.0,-1,0.001,1.0,1,26.4472,23,0.3910000000000003,SAT,,0.028,
392,34,24,19.5477,0,10.0,-1,0.001,1.0,1,19.5477,23,0.3920000000000003,SAT,,0.029,
393,74,20,52.7473,0,10.0,-1,0.001,1.0,1,52.7473,23,0.3930000000000003,SAT,,0.055,
394,75,33,21.5296,0,10.0,-1,0.001,1.0,1,21.5296,24,0.3940000000000003,SAT,,0.029,
395,76,50,48.2793,0,10.0,-1,0.001,1.0,1,48.2793,24,0.3950000000000003,SAT,,0.029,
396,77,5,203.6055,0,10.0,-1,0.001,1.0,1,203.6055,24,0.3960000000000003,SAT,,0.028,
397,78,58,19.7865,0,10.0,-1,0.001,1.0,1,19.7865,24,0.3970000000000003,SAT,,0.03,
398,78,46,3.7327,0,10.0,-1,0.001,1.0,1,3.7327,24,0.3980000000000003,SAT,,0.029,
399,78,39,3.0488,0,10.0,-1,0.001,1.0,1,3.0488,24,0.3990000000000003,SAT,,0.029,
400,78,8,140.5931,0,10.0,-1,0.001,1.0,1,140.5931,24,0.4000000000000003,SAT,,0.029,
401,78,12,98.2474,0,10.0,-1,0.001,1.0,1,98.2474,24,0.4010000000000003,SAT,,0.029,
402,78,7,153.8913,0,10.0,-1,0.001,1.0,1,153.8913,24,0.4020000000000003,SAT,,0.028,
403,78,67,6.7443,0,10.0,-1,0.001,1.0,1,6.7443,24,0.4030000000000003,SAT,,0.029,
404,79,31,28.5363,0,10.0,-1,0.001,1.0,1,28.5363,25,0.4040000000000003,SAT,,0.029,
405,80,60,46.7043,0,10.0,-1,0.001,1.0,1,46.7043,25,0.4050000000000003,SAT,,0.029,
406,81,52,14.6113,0,10.0,-1,0.001,1.0,1,14.6113,25,0.4060000000000003,SAT,,0.028,
407,81,56,19.268,0,10.0,-1,0.001,1.0,1,19.268,25,0.4070000000000003,SAT,,0.029,
408,81,69,4.4543,0,10.0,-1,0.001,1.0,1,4.4543,25,0.4080000000000003,SAT,,0.028,
409,81,59,19.1826,0,10.0,-1,0.001,1.0,1,19.1826,25,0.4090000000000003,SAT,,0.028,
410,81,76,6.4435,0,10.0,-1,0.001,1.0,1,6.4435,25,0.4100000000000003,SAT,,0.029,
411,81,1,278.6032,0,10.0,-1,0.001,1.0,1,278.6032,25,0.4110000000000003,SAT,,0.029,
412,81,42,2.2323,0,10.0,-1,0.001,1.0,1,2.2323,25,0.4120000000000003,SAT,,0.028,
413,82,64,14.7993,0,10.0,-1,0.001,1.0,1,14.7993,25,0.4130000000000003,SAT,,0.03,
414,82,56,22.4938,0,10.0,-1,0.001,1.0,1,22.4938,25,0.4140000000000003,SAT,,0.087,
415,82,67,8.3694,0,10.0,-1,0.001,1.0,1,8.3694,25,0.4150000000000003,SAT,,0.811,
416,82,73,0.6093,0,10.0,-1,0.001,1.0,1,0.6093,25,0.4160000000000003,SAT,,0.06,
417,82,46,5.1879,0,10.0,-1,0.001,1.0,1,5.1879,25,0.4170000000000003,SAT,,0.055,
418,82,23,34.6582,0,10.0,-1,0.001,1.0,1,34.6582,25,0.4180000000000003,SAT,,0.029,
419,82,17,48.4276,0,10.0,-1,0.001,1.0,1,48.4276,25,0.4190000000000003,SAT,,0.028,
420,82,58,22.7959,0,10.0,-1,0.001,1.0,1,22.7959,25,0.4200000000000003,SAT,,0.029,
421,82,2,198.6682,0,10.0,-1,0.001,1.0,1,198.6682,25,0.4210000000000003,SAT,,0.029,
422,82,26,29.1452,0,10.0,-1,0.001,1.0,1,29.1452,25,0.4220000000000003,SAT,,0.029,
423,82,66,10.4946,0,10.0,-1,0.001,1.0,1,10.4946,25,0.4230000000000003,SAT,,0.029,
424,82,32,15.3436,0,10.0,-1,0.001,1.0,1,15.3436,25,0.4240000000000003,SAT,,0.029,
425,82,19,42.6632,0,10.0,-1,0.001,1.0,1,42.6632,25,0.4250000000000003,SAT,,0.03,
426,82,68,6.3699,0,10.0,-1,0.001,1.0,1,6.3699,25,0.4260000000000003,SAT,,0.029,
427,82,75,1.0762,0,10.0,-1,0.001,1.0,1,1.0762,25,0.4270000000000003,SAT,,0.029,
428,83,10,133.5359,0,10.0,-1,0.001,1.0,1,133.5359,26,0.4280000000000003,SAT,,0.029,
429,84,59,68.2036,0,10.0,-1,0.001,1.0,1,68.2036,26,0.4290000000000003,SAT,,0.028,
430,85,58,19.5879,0,10.0,-1,0.001,1.0,1,19.5879,26,0.4300000000000003,SAT,,0.03,
431,85,49,9.2075,0,10.0,-1,0.001,1.0,1,9.2075,26,0.4310000000000003,SAT,,0.037,
432,85,8,158.2581,0,10.0,-1,0.001,1.0,1,158.2581,26,0.43200000000000033,SAT,,0.029,
433,86,37,27.8137,0,10.0,-1,0.001,1.0,1,27.8137,26,0.43300000000000033,SAT,,0.029,
434,87,75,4.7887,0,10.0,-1,0.001,1.0,1,4.7887,26,0.43400000000000033,SAT,,0.08,
435,87,33,21.5217,0,10.0,-1,0.001,1.0,1,21.5217,26,0.43500000000000033,SAT,,0.028,
436,87,19,69.4091,0,10.0,-1,0.001,1.0,1,69.4091,26,0.43600000000000033,SAT,,0.029,
437,88,24,20.7854,0,10.0,-1,0.001,1.0,1,20.7854,26,0.43700000000000033,SAT,,0.113,
438,77,63,14.3838,0,10.0,-1,0.001,1.0,1,14.3838,27,0.43800000000000033,SAT,,0.029,
439,89,44,11.9568,0,10.0,-1,0.001,1.0,1,11.9568,27,0.43900000000000033,SAT,,0.029,
440,89,62,31.5045,0,10.0,-1,0.001,1.0,1,31.5045,27,0.44000000000000034,SAT,,0.028,
441,89,68,16.9106,0,10.0,-1,0.001,1.0,1,16.9106,27,0.44100000000000034,SAT,,0.029,
442,89,26,20.2494,0,10.0,-1,0.001,1.0,1,20.2494,27,0.44200000000000034,SAT,,0.029,
443,89,50,25.7278,0,10.0,-1,0.001,1.0,1,25.7278,27,0.44300000000000034,SAT,,0.029,
444,89,43,10.4095,0,10.0,-1,0.001,1.0,1,10.4095,27,0.44400000000000034,SAT,,0.028,
445,89,16,26.2938,0,10.0,-1,0.001,1.0,1,26.2938,27,0.44500000000000034,SAT,,0.03,
446,89,32,14.3244,0,10.0,-1,0.001,1.0,1,14.3244,27,0.44600000000000034,SAT,,0.029,
447,89,76,6.7501,0,10.0,-1,0.001,1.0,1,6.7501,27,0.44700000000000034,SAT,,0.029,
448,89,67,19.4153,0,10.0,-1,0.001,1.0,1,19.4153,27,0.44800000000000034,SAT,,0.029,
449,89,20,21.8921,0,10.0,-1,0.001,1.0,1,21.8921,27,0.44900000000000034,SAT,,0.029,
450,89,14,31.7391,0,10.0,-1,0.001,1.0,1,31.7391,27,0.45000000000000034,SAT,,0.029,
451,89,13,35.5966,0,10.0,-1,0.001,1.0,1,35.5966,27,0.45100000000000035,SAT,,0.028,
452,89,35,10.5134,0,10.0,-1,0.001,1.0,1,10.5134,27,0.45200000000000035,SAT,,0.029,
453,89,45,13.8152,0,10.0,-1,0.001,1.0,1,13.8152,27,0.45300000000000035,SAT,,0.029,
454,89,59,35.7085,0,10.0,-1,0.001,1.0,1,35.7085,27,0.45400000000000035,SAT,,0.028,
455,89,24,20.9812,0,10.0,-1,0.001,1.0,1,20.9812,27,0.45500000000000035,SAT,,0.028,
456,89,2,141.2662,0,10.0,-1,0.001,1.0,1,141.2662,27,0.45600000000000035,SAT,,0.03,
457,89,52,30.3259,0,10.0,-1,0.001,1.0,1,30.3259,27,0.45700000000000035,SAT,,0.028,
458,89,25,20.6832,0,10.0,-1,0.001,1.0,1,20.6832,27,0.45800000000000035,SAT,,0.029,
459,89,12,40.3122,0,10.0,-1,0.001,1.0,1,40.3122,27,0.45900000000000035,SAT,,0.029,
460,89,11,45.9469,0,10.0,-1,0.001,1.0,1,45.9469,27,0.46000000000000035,SAT,,0.029,
461,89,69,14.5602,0,10.0,-1,0.001,1.0,1,14.5602,27,0.46100000000000035,SAT,,0.028,
462,89,70,12.4327,0,10.0,-1,0.001,1.0,1,12.4327,27,0.46200000000000035,SAT,,0.028,
463,89,34,11.7111,0,10.0,-1,0.001,1.0,1,11.7111,27,0.46300000000000036,SAT,,0.03,
464,89,53,32.2771,0,10.0,-1,0.001,1.0,1,32.2771,27,0.46400000000000036,SAT,,0.029,
465,89,39,7.8245,0,10.0,-1,0.001,1.0,1,7.8245,27,0.46500000000000036,SAT,,0.029,
466,89,37,8.6406,0,10.0,-1,0.001,1.0,1,8.6406,27,0.46600000000000036,SAT,,0.029,
467,89,55,35.1545,0,10.0,-1,0.001,1.0,1,35.1545,27,0.46700000000000036,SAT,,0.028,
468,89,61,33.289,0,10.0,-1,0.001,1.0,1,33.289,27,0.46800000000000036,SAT,,0.028,
469,89,31,15.6207,0,10.0,-1,0.001,1.0,1,15.6207,27,0.46900000000000036,SAT,,0.029,
470,89,23,21.1866,0,10.0,-1,0.001,1.0,1,21.1866,27,0.47000000000000036,SAT,,0.029,
471,89,1,156.5302,0,10.0,-1,0.001,1.0,1,156.5302,27,0.47100000000000036,SAT,,0.029,
472,89,64,27.0777,0,10.0,-1,0.001,1.0,1,27.0777,27,0.47200000000000036,SAT,,0.028,
473,89,4,113.3121,0,10.0,-1,0.001,1.0,1,113.3121,27,0.47300000000000036,SAT,,0.029,
474,89,75,6.7577,0,10.0,-1,0.001,1.0,1,6.7577,27,0.47400000000000037,SAT,,0.029,
475,89,38,8.0771,0,10.0,-1,0.001,1.0,1,8.0771,27,0.47500000000000037,SAT,,0.029,
476,89,41,8.3756,0,10.0,-1,0.001,1.0,1,8.3756,27,0.47600000000000037,SAT,,0.029,
477,89,21,21.5652,0,10.0,-1,0.001,1.0,1,21.5652,27,0.47700000000000037,SAT,,0.029,
478,89,10,52.5481,0,10.0,-1,0.001,1.0,1,52.5481,27,0.47800000000000037,SAT,,0.028,
479,89,48,20.7185,0,10.0,-1,0.001,1.0,1,20.7185,27,0.47900000000000037,SAT,,0.03,
480,89,66,21.9986,0,10.0,-1,0.001,1.0,1,21.9986,27,0.48000000000000037,SAT,,0.028,
481,89,47,18.2605,0,10.0,-1,0.001,1.0,1,18.2605,27,0.48100000000000037,SAT,,0.029,
482,89,7,78.4066,0,10.0,-1,0.001,1.0,1,78.4066,27,0.4820000000000004,SAT,,0.028,
483,89,54,33.9053,0,10.0,-1,0.001,1.0,1,33.9053,27,0.4830000000000004,SAT,,0.029,
484,89,27,19.6522,0,10.0,-1,0.001,1.0,1,19.6522,27,0.4840000000000004,SAT,,0.03,
485,89,17,24.5295,0,10.0,-1,0.001,1.0,1,24.5295,27,0.4850000000000004,SAT,,0.028,
486,89,5,100.7042,0,10.0,-1,0.001,1.0,1,100.7042,27,0.4860000000000004,SAT,,0.028,
487,89,57,36.3558,0,10.0,-1,0.001,1.0,1,36.3558,27,0.4870000000000004,SAT,,0.03,
488,89,19,22.4295,0,10.0,-1,0.001,1.0,1,22.4295,27,0.4880000000000004,SAT,,0.029,
489,89,72,9.0698,0,10.0,-1,0.001,1.0,1,9.0698,27,0.4890000000000004,SAT,,0.029,
490,89,30,16.8388,0,10.0,-1,0.001,1.0,1,16.8388,27,0.4900000000000004,SAT,,0.028,
491,89,58,36.2643,0,10.0,-1,0.001,1.0,1,36.2643,27,0.4910000000000004,SAT,,0.03,
