"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.0, 1.7976931348623157E308, 0.0, 1, 0.0,  x2='7.5'
0.12108300000000441, 11.8774, 0.224, 1, 0.021991999999997347,  x2='7.5'
0.609165999999999, 28.2487, 0.868, 1, 0.410072999999997,  x2='7.5'
0.9435440000000028, 19.285866666666667, 1.212, 1, 0.44481799999999794,  x2='7.5'
1.383415999999991, 18.03435, 1.615, 1, 0.4847790000000032,  x2='7.5'
2.2684310000000014, 14.74436, 2.426, 1, 0.8697299999999899,  x2='7.5'
2.9185690000000055, 12.648883333333334, 2.939, 1, 0.9193829999999963,  x2='7.5'
3.636093000000012, 11.604271428571428, 3.621, 1, 1.236934000000005,  x2='7.5'
4.501023000000002, 12.1702, 4.255, 1, 1.30185800000001,  x2='7.5'
5.35882000000001, 12.0583375, 4.726, 7, 1.359684999999999,  x2='0.6469561647480071'
5.86664600000001, 11.412622222222222, 5.407, 7, 1.7678460000000058,  x2='0.6469561647480071'
6.952849000000004, 12.436369999999998, 6.22, 7, 1.8537520000000143,  x2='0.6469561647480071'
8.428035, 12.195281818181819, 7.373, 7, 2.228864999999999,  x2='0.6469561647480071'
9.723763999999987, 11.763966666666667, 8.297, 7, 2.3247769999999974,  x2='0.6469561647480071'
11.407245, 11.402792307692307, 9.586, 7, 2.7084530000000058,  x2='0.6469561647480071'
12.91980599999998, 11.95955, 10.631, 7, 2.82103699999999,  x2='0.6469561647480071'
14.837436999999975, 12.784559999999999, 12.045, 7, 3.2386760000000123,  x2='0.6469561647480071'
16.562344999999972, 13.163293750000001, 13.201, 7, 3.36366000000001,  x2='0.6469561647480071'
18.78349699999997, 12.962741176470587, 14.823, 7, 3.8845599999999934,  x2='0.6469561647480071'
20.724355999999965, 13.19228888888889, 16.101, 7, 4.0252339999999975,  x2='0.6469561647480071'
23.065215999999992, 13.839057894736841, 17.739, 7, 4.466121000000001,  x2='0.6469561647480071'
25.211028000000027, 13.467455, 19.128, 7, 4.611885999999998,  x2='0.6469561647480071'
27.751094000000045, 13.582376190476191, 20.868, 7, 5.051907,  x2='0.6469561647480071'
30.11412700000009, 14.09755, 22.379, 7, 5.214932000000005,  x2='0.6469561647480071'
32.88244900000012, 13.5891, 24.255, 7, 5.683498999999998,  x2='0.6469561647480071'
35.45284500000015, 14.005758333333333, 25.876, 7, 5.853651999999997,  x2='0.6469561647480071'
38.47331400000018, 13.601592, 27.897, 7, 6.3742969999999985,  x2='0.6469561647480071'
41.258312000000224, 13.7639, 29.637, 7, 6.559218999999999,  x2='0.6469561647480071'
44.485244000000264, 13.97835925925926, 31.779, 7, 7.086051000000012,  x2='0.6469561647480071'
47.4855110000003, 14.37615357142857, 33.633, 7, 7.286783999999997,  x2='0.6469561647480071'
50.90837400000034, 16.807741379310347, 35.877, 7, 7.809325000000001,  x2='0.6469561647480071'
54.1423320000004, 16.485836666666668, 37.927, 7, 8.04322900000001,  x2='0.6469561647480071'
57.781483000000435, 16.021900000000002, 40.285, 7, 8.582323000000002,  x2='0.6469561647480071'
61.208808000000474, 15.5805875, 42.378, 7, 8.809846000000007,  x2='0.6469561647480071'
65.15216100000052, 15.20488787878788, 44.947, 7, 9.453521999999992,  x2='0.6469561647480071'
68.81428800000057, 16.923129411764705, 47.228, 7, 9.71540300000001,  x2='0.6469561647480071'
72.91720400000062, 17.10146, 49.915, 7, 10.318070000000006,  x2='0.6469561647480071'
75.80692300000058, 17.257447222222222, 51.71, 7, 10.507763000000011,  x2='0.6469561647480071'
80.08597200000037, 17.10661081081081, 54.407, 7, 11.086798000000016,  x2='0.6469561647480071'
84.14970900000014, 16.8622, 56.864, 7, 11.350605000000002,  x2='0.6469561647480071'
88.70747999999992, 16.46977435897436, 59.807, 7, 12.008424000000005,  x2='0.6469561647480071'
93.0055439999997, 16.5123675, 62.445, 7, 12.306660000000008,  x2='0.6469561647480071'
97.72880499999947, 16.320951219512196, 65.395, 7, 12.929661999999993,  x2='0.6469561647480071'
102.22442999999923, 15.97515238095238, 68.08, 7, 13.225589000000014,  x2='0.6469561647480071'
107.14973699999898, 16.032979069767443, 71.135, 7, 13.850560000000002,  x2='0.6469561647480071'
111.85828799999872, 15.954504545454546, 73.92, 7, 14.159372000000005,  x2='0.6469561647480071'
114.3288879999986, 15.954504545454546, 75.281, 7, 14.330146000000013,  x2='0.6469561647480071'
