Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,14,3.2416,0,10.0,-1,0.001,1.0,1,3.2416,0,0.001,SAT,Returned from portfolio; configuration: 9475610 my performance: ,0.028,
2,1,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,1,0.002,SAT,Returned from portfolio; configuration: 9475364 my performance: ,0.03,
3,2,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,1,0.003,SAT,Returned from portfolio; configuration: 9475364 my performance: ,0.03,
4,2,14,3.2416,0,10.0,-1,0.001,1.0,1,3.2416,1,0.004,SAT,Returned from portfolio; configuration: 9475610 my performance: ,0.028,
5,1,59,19.3509,0,10.0,-1,0.001,1.0,1,19.3509,1,0.005,SAT,Returned from portfolio; configuration: 9475513 my performance: ,0.028,
6,3,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,1,0.006,SAT,Returned from portfolio; configuration: 9475364 my performance: ,0.03,
7,3,14,3.2416,0,10.0,-1,0.001,1.0,1,3.2416,1,0.007,SAT,Returned from portfolio; configuration: 9475610 my performance: ,0.028,
8,3,59,19.3509,0,10.0,-1,0.001,1.0,1,19.3509,1,0.008,SAT,Returned from portfolio; configuration: 9475513 my performance: ,0.028,
9,1,74,1.3602,0,10.0,-1,0.001,1.0,1,1.3602,1,0.009000000000000001,SAT,Returned from portfolio; configuration: 9475364 my performance: ,0.029,
10,4,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,1,0.010000000000000002,SAT,Returned from portfolio; configuration: 9475364 my performance: ,0.03,
11,4,74,1.3602,0,10.0,-1,0.001,1.0,1,1.3602,1,0.011000000000000003,SAT,Returned from portfolio; configuration: 9475364 my performance: ,0.029,
12,4,59,19.3509,0,10.0,-1,0.001,1.0,1,19.3509,1,0.012000000000000004,SAT,Returned from portfolio; configuration: 9475513 my performance: ,0.028,
13,4,14,3.2416,0,10.0,-1,0.001,1.0,1,3.2416,1,0.013000000000000005,SAT,Returned from portfolio; configuration: 9475610 my performance: ,0.028,
14,1,55,18.7217,0,10.0,-1,0.001,1.0,1,18.7217,2,0.014000000000000005,SAT,Returned from portfolio; configuration: 9475513 my performance: ,0.028,
15,5,59,19.3509,0,10.0,-1,0.001,1.0,1,19.3509,2,0.015000000000000006,SAT,Returned from portfolio; configuration: 9475513 my performance: ,0.028,
16,5,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,2,0.016000000000000007,SAT,Returned from portfolio; configuration: 9475364 my performance: ,0.03,
17,5,55,18.7217,0,10.0,-1,0.001,1.0,1,18.7217,2,0.017000000000000008,SAT,Returned from portfolio; configuration: 9475513 my performance: ,0.028,
