Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,0,0.001,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.03,
2,1,16,7.0195,0,10.0,-1,0.001,1.0,1,7.0195,1,0.002,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
3,2,16,7.0195,0,10.0,-1,0.001,1.0,1,7.0195,1,0.003,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
4,2,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,1,0.004,SAT,Returned from portfolio; configuration: 6248434 my performance: ,0.028,
5,1,32,14.6758,0,10.0,-1,0.001,1.0,1,14.6758,1,0.005,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.029,
6,3,32,14.6758,0,10.0,-1,0.001,1.0,1,14.6758,1,0.006,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.029,
7,3,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,1,0.007,SAT,Returned from portfolio; configuration: 6267902 my performance: ,0.03,
8,3,16,7.0195,0,10.0,-1,0.001,1.0,1,7.0195,1,0.008,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
9,1,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,1,0.009000000000000001,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
10,4,32,14.6758,0,10.0,-1,0.001,1.0,1,14.6758,1,0.010000000000000002,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.029,
11,4,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,1,0.011000000000000003,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
12,4,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,1,0.012000000000000004,SAT,Returned from portfolio; configuration: 6253264 my performance: ,0.029,
13,4,16,7.0195,0,10.0,-1,0.001,1.0,1,7.0195,1,0.013000000000000005,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
14,1,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,2,0.014000000000000005,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.028,
15,5,32,14.6758,0,10.0,-1,0.001,1.0,1,14.6758,2,0.015000000000000006,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.029,
16,5,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,2,0.016000000000000007,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
17,5,16,7.0195,0,10.0,-1,0.001,1.0,1,7.0195,2,0.017000000000000008,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
18,5,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,2,0.01800000000000001,SAT,Returned from portfolio; configuration: 6280996 my performance: ,0.029,
19,5,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,2,0.01900000000000001,SAT,Returned from portfolio; configuration: 6280996 my performance: ,0.028,
20,1,14,6.4226,0,10.0,-1,0.001,1.0,1,6.4226,2,0.02000000000000001,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
21,3,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,2,0.02100000000000001,SAT,Returned from portfolio; configuration: 6298095 my performance: ,0.029,
22,3,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,2,0.022000000000000013,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
23,3,14,6.4226,0,10.0,-1,0.001,1.0,1,6.4226,2,0.023000000000000013,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
24,1,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,3,0.024000000000000014,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.029,
25,6,16,7.0195,0,10.0,-1,0.001,1.0,1,7.0195,3,0.025000000000000015,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
26,6,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,3,0.026000000000000016,SAT,Returned from portfolio; configuration: 6317642 my performance: ,0.028,
27,6,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,3,0.027000000000000017,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.029,
28,6,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,3,0.028000000000000018,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
29,6,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,3,0.02900000000000002,SAT,Returned from portfolio; configuration: 6317642 my performance: ,0.028,
30,6,32,14.6758,0,10.0,-1,0.001,1.0,1,14.6758,3,0.03000000000000002,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.029,
31,6,14,6.4226,0,10.0,-1,0.001,1.0,1,6.4226,3,0.03100000000000002,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
32,1,72,10.1137,0,10.0,-1,0.001,1.0,1,10.1137,3,0.03200000000000002,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.029,
33,7,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,3,0.03300000000000002,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
34,7,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,3,0.03400000000000002,SAT,Returned from portfolio; configuration: 6328267 my performance: ,0.028,
35,7,16,7.0195,0,10.0,-1,0.001,1.0,1,7.0195,3,0.035000000000000024,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
36,7,72,10.1137,0,10.0,-1,0.001,1.0,1,10.1137,3,0.036000000000000025,SAT,Returned from portfolio; configuration: 6328267 my performance: ,0.029,
37,7,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,3,0.037000000000000026,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.029,
38,7,32,14.6758,0,10.0,-1,0.001,1.0,1,14.6758,3,0.03800000000000003,SAT,Returned from portfolio; configuration: 6237449 my performance: ,0.029,
39,7,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,3,0.03900000000000003,SAT,Returned from portfolio; configuration: 6328267 my performance: ,0.029,
40,7,14,6.4226,0,10.0,-1,0.001,1.0,1,6.4226,3,0.04000000000000003,SAT,Returned from portfolio; configuration: 6237732 my performance: ,0.029,
