"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.0, 1.7976931348623157E308, 0.0, 1, 0.0,  x2='7.5'
0.13490999999999645, 16.1317, 0.392, 1, 0.036573000000004185,  x2='7.5'
0.7096709999999973, 18.0539, 1.703, 1, 0.5112320000000068,  x2='7.5'
0.9370120000000043, 17.60645, 1.833, 2, 0.5386040000000207,  x2='7.025366893384685'
1.070748000000009, 12.461466666666666, 2.331, 2, 0.57226,  x2='7.025366893384685'
1.5298780000000192, 9.68615, 2.963, 2, 0.6313510000000235,  x2='7.025366893384685'
2.540920999999992, 9.31272, 4.103, 2, 1.142435000000006,  x2='7.025366893384685'
3.2182510000000097, 12.1218, 4.853, 2, 1.219742000000025,  x2='7.025366893384685'
4.04113900000001, 11.748542857142857, 5.852, 2, 1.6426649999999938,  x2='7.025366893384685'
4.93860400000001, 10.884237500000001, 6.723, 2, 1.740226000000007,  x2='7.025366893384685'
6.48285400000001, 10.094355555555556, 8.31, 2, 2.3844200000000058,  x2='7.025366893384685'
7.600315999999996, 9.48874, 9.309, 2, 2.501936999999998,  x2='7.025366893384685'
9.220830999999981, 9.2012, 10.766, 2, 3.022670000000005,  x2='7.025366893384685'
10.555922999999991, 8.523333333333333, 11.936, 2, 3.1577489999999955,  x2='7.025366893384685'
12.391354999999972, 11.667576923076924, 13.523, 2, 3.6931419999999946,  x2='7.025366893384685'
13.947236999999987, 11.146235714285716, 14.768, 2, 3.848772000000025,  x2='7.025366893384685'
16.002610999999952, 10.805993333333333, 16.459, 2, 4.404572999999999,  x2='7.025366893384685'
17.771899999999967, 10.6411125, 17.839, 2, 4.573745000000002,  x2='7.025366893384685'
20.21831699999997, 10.702017647058824, 19.934, 2, 5.319896,  x2='7.025366893384685'
22.19663699999996, 10.471522222222223, 21.406, 2, 5.498130000000003,  x2='7.025366893384685'
24.669080999999977, 10.02902105263158, 23.322, 2, 6.070599000000016,  x2='7.025366893384685'
26.882072000000022, 10.08536, 24.929, 2, 6.283645000000007,  x2='7.025366893384685'
29.586796000000028, 11.184238095238095, 27.133, 2, 6.888497000000001,  x2='7.025366893384685'
32.01871500000009, 11.271968181818181, 28.967, 2, 7.121174999999994,  x2='7.025366893384685'
34.974654000000115, 11.05241304347826, 31.347, 2, 7.776477999999997,  x2='7.025366893384685'
37.617436000000154, 12.296870833333335, 33.195, 2, 8.019225000000006,  x2='7.025366893384685'
40.73148400000019, 11.889147999999999, 35.464, 2, 8.633023999999978,  x2='7.025366893384685'
41.5194120000002, 12.054584615384616, 36.28, 2, 8.721003999999994,  x2='7.025366893384685'
44.88959500000022, 12.150085185185185, 38.835, 2, 9.391113999999988,  x2='7.025366893384685'
47.96305500000029, 12.051589285714286, 40.917, 2, 9.665582,  x2='7.025366893384685'
51.52410800000031, 12.317831034482758, 43.573, 2, 10.325908999999996,  x2='7.025366893384685'
54.82163600000038, 12.30315, 45.786, 2, 10.62380300000001,  x2='7.025366893384685'
58.594577000000406, 12.384461290322582, 48.429, 2, 11.296417999999989,  x2='7.025366893384685'
62.099631000000464, 12.40149375, 50.753, 2, 11.601132999999976,  x2='7.025366893384685'
66.17925700000049, 12.631724242424243, 53.702, 2, 12.380759000000012,  x2='7.025366893384685'
69.91149500000056, 12.67304411764706, 56.157, 2, 12.713143000000002,  x2='7.025366893384685'
74.14092600000058, 12.816348571428572, 59.055, 2, 13.442521,  x2='7.025366893384685'
78.09574000000062, 12.537458333333333, 61.642, 2, 13.797256000000004,  x2='7.025366893384685'
82.57407300000041, 12.641062162162163, 64.689, 2, 14.57673299999999,  x2='7.025366893384685'
86.7521800000002, 12.693276315789474, 67.391, 2, 14.953834999999998,  x2='7.025366893384685'
91.40566899999997, 12.65796923076923, 70.58, 2, 15.707194000000015,  x2='7.025366893384685'
95.81807899999977, 12.3701075, 73.672, 2, 16.119548999999978,  x2='7.025366893384685'
100.71805899999951, 12.14601951219512, 77.018, 2, 16.919464000000005,  x2='7.025366893384685'
105.31160299999927, 12.302583333333333, 79.942, 2, 17.31305899999998,  x2='7.025366893384685'
110.41066899999903, 12.068118604651163, 83.32, 2, 18.112434000000007,  x2='7.025366893384685'
115.23319599999878, 11.868522727272726, 86.374, 2, 18.534950999999978,  x2='7.025366893384685'
118.85195699999859, 11.868522727272726, 88.438, 2, 18.854625999999996,  x2='7.025366893384685'
