"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.0, 1.7976931348623157E308, 0.0, 1, 0.0,  x2='7.5'
0.13336199999998258, 1.5576, 0.393, 1, 0.0354059999999663,  x2='7.5'
0.726455999999996, 2.7979, 1.28, 1, 0.5283799999999985,  x2='7.5'
1.078519999999969, 4.996, 1.798, 1, 0.5804079999999772,  x2='7.5'
1.5429779999999993, 5.7017500000000005, 2.385, 1, 0.6452039999999784,  x2='7.5'
2.5628299999999857, 4.98216, 3.497, 1, 1.1644979999999805,  x2='7.5'
3.2457059999999847, 4.7953166666666664, 4.203, 1, 1.2474059999999838,  x2='7.5'
4.069325999999984, 4.365485714285715, 5.166, 1, 1.671053999999998,  x2='7.5'
4.970483999999983, 5.5491625, 5.991, 1, 1.7721879999999715,  x2='7.5'
5.853819999999958, 5.5491125, 6.49, 7, 1.8557889999999873,  x2='12.87648392830713'
6.442694999999965, 5.241022222222222, 7.396, 7, 2.344701999999984,  x2='12.87648392830713'
6.8004109999999915, 6.71683, 7.969, 7, 2.40323699999999,  x2='12.87648392830713'
8.404712999999983, 6.308081818181818, 9.422, 7, 2.906687999999974,  x2='12.87648392830713'
8.767629999999981, 6.597775, 10.001, 7, 2.9696869999999933,  x2='12.87648392830713'
10.58521599999997, 7.230546153846154, 11.575, 7, 3.4872319999999775,  x2='12.87648392830713'
12.145480999999975, 6.9414, 12.818, 7, 3.6474359999999706,  x2='12.87648392830713'
14.182407999999961, 7.270466666666667, 14.492, 7, 4.184045999999995,  x2='12.87648392830713'
15.96469099999994, 8.06456875, 15.865, 7, 4.366706999999991,  x2='12.87648392830713'
18.31927999999995, 8.277035294117647, 17.777, 7, 5.0209419999999625,  x2='12.87648392830713'
20.318212999999925, 7.905222222222222, 19.271, 7, 5.220151999999985,  x2='12.87648392830713'
22.80693199999996, 10.08907894736842, 21.411, 7, 5.8085729999999955,  x2='12.87648392830713'
25.02550999999997, 9.886754999999999, 23.023, 7, 6.028506999999962,  x2='12.87648392830713'
27.745488, 9.514242857142857, 25.106, 7, 6.647164999999973,  x2='12.87648392830713'
30.179160000000046, 9.143604545454545, 26.836, 7, 6.880936999999989,  x2='12.87648392830713'
33.10815600000008, 9.23806956521739, 29.015, 7, 7.5101399999999785,  x2='12.87648392830713'
35.78009800000011, 10.558125, 30.915, 7, 7.781796999999983,  x2='12.87648392830713'
38.92326200000013, 10.916243999999999, 33.347, 7, 8.425212999999985,  x2='12.87648392830713'
41.808509000000164, 10.664419230769232, 35.341, 7, 8.710236999999978,  x2='12.87648392830713'
45.20447100000021, 10.682618518518519, 37.812, 7, 9.40612999999999,  x2='12.87648392830713'
48.309074000000265, 10.932835714285714, 39.923, 7, 9.711674999999985,  x2='12.87648392830713'
51.89112000000029, 10.769286206896552, 42.605, 7, 10.39281699999998,  x2='12.87648392830713'
55.20687500000036, 10.994746666666668, 44.835, 7, 10.708492999999976,  x2='12.87648392830713'
59.01945300000038, 11.152361290322581, 47.675, 7, 11.42115899999996,  x2='12.87648392830713'
62.55476300000045, 10.839584375000001, 50.03, 7, 11.756523999999985,  x2='12.87648392830713'
66.74808700000048, 10.576915151515152, 53.135, 7, 12.650041999999985,  x2='12.87648392830713'
70.50541200000052, 10.412058823529412, 55.609, 7, 13.00712999999999,  x2='12.87648392830713'
74.75171400000056, 11.062051428571428, 58.991, 7, 13.753757999999976,  x2='12.87648392830713'
78.72192000000057, 11.119058333333333, 61.845, 7, 14.123937999999981,  x2='12.87648392830713'
83.20113100000039, 11.321302702702702, 65.007, 7, 14.90279499999997,  x2='12.87648392830713'
87.40093300000017, 11.070673684210526, 67.734, 7, 15.302542999999986,  x2='12.87648392830713'
92.09280799999992, 10.883612820512822, 70.925, 7, 16.09496299999998,  x2='12.87648392830713'
95.29228099999976, 11.105194999999998, 73.088, 7, 16.39396499999998,  x2='12.87648392830713'
100.19534599999953, 11.229226829268292, 76.612, 7, 17.196932999999973,  x2='12.87648392830713'
104.81746399999928, 11.0071, 79.565, 7, 17.619770999999957,  x2='12.87648392830713'
109.94930999999907, 10.895823255813955, 82.976, 7, 18.45128699999998,  x2='12.87648392830713'
114.79400899999881, 10.791959090909092, 86.057, 7, 18.896379999999994,  x2='12.87648392830713'
119.30917799999857, 10.791959090909092, 88.875, 7, 19.311465999999967,  x2='12.87648392830713'
