Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,12,8.6643,0,10.0,-1,0.001,1.0,1,8.6643,0,0.001,SAT,Returned from portfolio; configuration: 8823288 my performance: ,0.029,
2,1,7,29.6655,0,10.0,-1,0.001,1.0,1,29.6655,1,0.002,SAT,Returned from portfolio; configuration: 8823288 my performance: ,0.029,
3,2,7,29.6655,0,10.0,-1,0.001,1.0,1,29.6655,1,0.003,SAT,Returned from portfolio; configuration: 8836625 my performance: ,0.029,
4,2,12,8.6643,0,10.0,-1,0.001,1.0,1,8.6643,1,0.004,SAT,Returned from portfolio; configuration: 8836625 my performance: ,0.028,
5,1,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,1,0.005,SAT,Returned from portfolio; configuration: 8823288 my performance: ,0.028,
6,3,12,8.6643,0,10.0,-1,0.001,1.0,1,8.6643,1,0.006,SAT,Returned from portfolio; configuration: 8853816 my performance: ,0.029,
7,3,7,29.6655,0,10.0,-1,0.001,1.0,1,29.6655,1,0.007,SAT,Returned from portfolio; configuration: 8853816 my performance: ,0.028,
8,3,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,1,0.008,SAT,Returned from portfolio; configuration: 8853816 my performance: ,0.029,
9,1,71,3.1825,0,10.0,-1,0.001,1.0,1,3.1825,1,0.009000000000000001,SAT,Returned from portfolio; configuration: 8823481 my performance: ,0.029,
10,4,7,29.6655,0,10.0,-1,0.001,1.0,1,29.6655,1,0.010000000000000002,SAT,Returned from portfolio; configuration: 8838363 my performance: ,0.028,
11,4,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,1,0.011000000000000003,SAT,Returned from portfolio; configuration: 8838363 my performance: ,0.028,
12,4,12,8.6643,0,10.0,-1,0.001,1.0,1,8.6643,1,0.012000000000000004,SAT,Returned from portfolio; configuration: 8838363 my performance: ,0.028,
13,4,71,3.1825,0,10.0,-1,0.001,1.0,1,3.1825,1,0.013000000000000005,SAT,Returned from portfolio; configuration: 8823481 my performance: ,0.029,
14,1,52,14.8238,0,10.0,-1,0.001,1.0,1,14.8238,2,0.014000000000000005,SAT,Returned from portfolio; configuration: 8823630 my performance: ,0.029,
15,5,52,14.8238,0,10.0,-1,0.001,1.0,1,14.8238,2,0.015000000000000006,SAT,Returned from portfolio; configuration: 8823630 my performance: ,0.029,
16,5,71,3.1825,0,10.0,-1,0.001,1.0,1,3.1825,2,0.016000000000000007,SAT,Returned from portfolio; configuration: 8823481 my performance: ,0.029,
17,5,12,8.6643,0,10.0,-1,0.001,1.0,1,8.6643,2,0.017000000000000008,SAT,Returned from portfolio; configuration: 8865202 my performance: ,0.028,
18,5,7,29.6655,0,10.0,-1,0.001,1.0,1,29.6655,2,0.01800000000000001,SAT,Returned from portfolio; configuration: 8865202 my performance: ,0.029,
19,5,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,2,0.01900000000000001,SAT,Returned from portfolio; configuration: 8865202 my performance: ,0.029,
20,1,27,19.5111,0,10.0,-1,0.001,1.0,1,19.5111,2,0.02000000000000001,SAT,Returned from portfolio; configuration: 8823005 my performance: ,0.029,
21,3,71,3.1825,0,10.0,-1,0.001,1.0,1,3.1825,2,0.02100000000000001,SAT,Returned from portfolio; configuration: 8823481 my performance: ,0.029,
22,3,52,14.8238,0,10.0,-1,0.001,1.0,1,14.8238,2,0.022000000000000013,SAT,Returned from portfolio; configuration: 8823630 my performance: ,0.029,
23,3,27,19.5111,0,10.0,-1,0.001,1.0,1,19.5111,2,0.023000000000000013,SAT,Returned from portfolio; configuration: 8823005 my performance: ,0.029,
24,1,44,3.0732,0,10.0,-1,0.001,1.0,1,3.0732,3,0.024000000000000014,SAT,Returned from portfolio; configuration: 8823630 my performance: ,0.029,
25,6,44,3.0732,0,10.0,-1,0.001,1.0,1,3.0732,3,0.025000000000000015,SAT,Returned from portfolio; configuration: 8823630 my performance: ,0.029,
26,6,52,14.8238,0,10.0,-1,0.001,1.0,1,14.8238,3,0.026000000000000016,SAT,Returned from portfolio; configuration: 8823630 my performance: ,0.029,
27,6,27,19.5111,0,10.0,-1,0.001,1.0,1,19.5111,3,0.027000000000000017,SAT,Returned from portfolio; configuration: 8823005 my performance: ,0.029,
28,6,71,3.1825,0,10.0,-1,0.001,1.0,1,3.1825,3,0.028000000000000018,SAT,Returned from portfolio; configuration: 8823481 my performance: ,0.029,
29,6,7,29.6655,0,10.0,-1,0.001,1.0,1,29.6655,3,0.02900000000000002,SAT,Returned from portfolio; configuration: 8896244 my performance: ,0.029,
30,6,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,3,0.03000000000000002,SAT,Returned from portfolio; configuration: 8896244 my performance: ,0.029,
