"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.0, 1.7976931348623157E308, 0.0, 1, 0.0,  x2='7.5'
0.1263310000000132, 1.5576, 0.34, 1, 0.027403000000006728,  x2='7.5'
0.647494000000006, 7.7971, 1.038, 1, 0.44925100000000384,  x2='7.5'
0.9965430000000026, 11.788933333333334, 1.452, 1, 0.4978699999999918,  x2='7.5'
1.4416220000000037, 9.39685, 1.913, 1, 0.5427100000000138,  x2='7.5'
2.3929180000000034, 13.45058, 2.838, 1, 0.994047000000009,  x2='7.5'
3.0512679999999937, 12.279250000000001, 3.415, 1, 1.0522569999999973,  x2='7.5'
3.83714, 16.89935714285714, 4.215, 1, 1.4381929999999983,  x2='7.5'
4.710304000000006, 16.998025, 4.911, 1, 1.5113680000000045,  x2='7.5'
6.132082000000018, 15.797122222222223, 6.113, 1, 2.033192999999997,  x2='7.5'
7.219633000000005, 14.99931, 6.926, 1, 2.120621,  x2='7.5'
8.765374, 21.353209090909093, 8.154, 1, 2.56649800000001,  x2='7.5'
10.071004999999998, 19.976616666666665, 9.086, 1, 2.672134000000014,  x2='7.5'
11.801393999999984, 19.565576923076925, 10.404, 1, 3.1024300000000125,  x2='7.5'
13.321785999999989, 18.751457142857145, 11.454, 1, 3.22278,  x2='7.5'
15.243250999999981, 18.580726666666667, 12.858, 1, 3.644231000000005,  x2='7.5'
16.974209999999978, 18.700768749999998, 14.022, 1, 3.775441000000015,  x2='7.5'
18.70236899999997, 18.641575, 14.978, 15, 3.90334,  x2='11.13139226758458'
19.214809999999957, 18.70659411764706, 15.711, 15, 4.316122000000007,  x2='11.13139226758458'
21.170449999999967, 17.77288888888889, 17.059, 15, 4.471974000000003,  x2='11.13139226758458'
23.560969999999998, 17.29348947368421, 18.793, 15, 4.96230700000001,  x2='11.13139226758458'
25.723514000000023, 17.33749, 20.248, 15, 5.124694000000005,  x2='11.13139226758458'
28.31840100000006, 16.959142857142858, 22.091, 15, 5.619505000000004,  x2='11.13139226758458'
30.6974490000001, 16.462936363636366, 23.667, 15, 5.798699999999997,  x2='11.13139226758458'
33.488750000000124, 15.963321739130434, 25.616, 15, 6.2897020000000055,  x2='11.13139226758458'
36.07941700000015, 16.0833625, 27.302, 15, 6.480604000000014,  x2='11.13139226758458'
39.14042300000019, 16.120188000000002, 29.422, 15, 7.041432,  x2='11.13139226758458'
41.95458500000023, 16.24733846153846, 31.268, 15, 7.255919000000006,  x2='11.13139226758458'
45.20864100000027, 16.1313, 33.539, 15, 7.809641000000013,  x2='11.13139226758458'
48.23246900000031, 15.664939285714286, 35.47, 15, 8.033563999999998,  x2='11.13139226758458'
51.71156100000035, 15.220503448275862, 37.825, 15, 8.612583,  x2='11.13139226758458'
54.953492000000374, 15.328543333333336, 39.884, 15, 8.854803000000004,  x2='11.13139226758458'
58.62350800000043, 15.251154838709677, 42.325, 15, 9.424745999999999,  x2='11.13139226758458'
62.08528400000047, 15.015834375, 44.515, 15, 9.686210000000017,  x2='11.13139226758458'
66.12110100000052, 14.683178787878788, 47.238, 15, 10.42223100000001,  x2='11.13139226758458'
69.79429900000056, 14.732814705882355, 49.528, 15, 10.695469000000003,  x2='11.13139226758458'
73.92304800000062, 14.735414285714286, 52.239, 15, 11.324048000000005,  x2='11.13139226758458'
77.80416800000053, 16.37123888888889, 54.643, 15, 11.605142,  x2='11.13139226758458'
82.1315740000003, 16.46928918918919, 57.456, 15, 12.232553999999993,  x2='11.13139226758458'
86.23450900000007, 16.497284210526317, 59.978, 15, 12.535526000000004,  x2='11.13139226758458'
90.78557899999986, 16.2542641025641, 62.922, 15, 13.186509000000001,  x2='11.13139226758458'
95.10449799999962, 16.2449275, 65.571, 15, 13.505836000000016,  x2='11.13139226758458'
99.8661679999994, 16.117612195121954, 68.627, 15, 14.167521000000022,  x2='11.13139226758458'
104.39702999999916, 16.179614285714283, 71.503, 15, 14.497974000000028,  x2='11.13139226758458'
109.37556499999893, 16.03088837209302, 74.675, 15, 15.176504000000023,  x2='11.13139226758458'
114.10297899999865, 15.931925000000001, 77.539, 15, 15.503959000000009,  x2='11.13139226758458'
115.6270919999986, 15.931925000000001, 78.388, 15, 15.628584000000018,  x2='11.13139226758458'
