Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,0,0.001,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
2,1,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,1,0.002,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
3,2,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,1,0.003,SAT,Returned from portfolio; configuration: 5608970 my performance: ,0.03,
4,2,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,1,0.004,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
5,1,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,1,0.005,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.029,
6,3,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,1,0.006,SAT,Returned from portfolio; configuration: 5625784 my performance: ,0.029,
7,3,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,1,0.007,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.029,
8,3,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,1,0.008,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
9,1,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,1,0.009000000000000001,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
10,4,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,1,0.010000000000000002,SAT,Returned from portfolio; configuration: 5612056 my performance: ,0.029,
11,4,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,1,0.011000000000000003,SAT,Returned from portfolio; configuration: 5612056 my performance: ,0.029,
12,4,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,1,0.012000000000000004,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.029,
13,4,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,1,0.013000000000000005,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
14,1,42,10.2742,0,10.0,-1,0.001,1.0,1,10.2742,2,0.014000000000000005,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
15,5,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,2,0.015000000000000006,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
16,5,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,2,0.016000000000000007,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.029,
17,5,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,2,0.017000000000000008,SAT,Returned from portfolio; configuration: 5636919 my performance: ,0.028,
18,5,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,2,0.01800000000000001,SAT,Returned from portfolio; configuration: 5636919 my performance: ,0.029,
19,5,42,10.2742,0,10.0,-1,0.001,1.0,1,10.2742,2,0.01900000000000001,SAT,Returned from portfolio; configuration: 5636919 my performance: ,0.028,
20,1,64,28.4449,0,10.0,-1,0.001,1.0,1,28.4449,2,0.02000000000000001,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
21,3,42,10.2742,0,10.0,-1,0.001,1.0,1,10.2742,2,0.02100000000000001,SAT,Returned from portfolio; configuration: 5655974 my performance: ,0.029,
22,3,64,28.4449,0,10.0,-1,0.001,1.0,1,28.4449,2,0.022000000000000013,SAT,Returned from portfolio; configuration: 5655974 my performance: ,0.028,
23,3,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,2,0.023000000000000013,SAT,Returned from portfolio; configuration: 5655974 my performance: ,0.028,
24,1,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,3,0.024000000000000014,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
25,6,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,3,0.025000000000000015,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.029,
26,6,42,10.2742,0,10.0,-1,0.001,1.0,1,10.2742,3,0.026000000000000016,SAT,Returned from portfolio; configuration: 5666424 my performance: ,0.029,
27,6,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,3,0.027000000000000017,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
28,6,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,3,0.028000000000000018,SAT,Returned from portfolio; configuration: 5666424 my performance: ,0.028,
29,6,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,3,0.02900000000000002,SAT,Returned from portfolio; configuration: 5666424 my performance: ,0.028,
30,6,64,28.4449,0,10.0,-1,0.001,1.0,1,28.4449,3,0.03000000000000002,SAT,Returned from portfolio; configuration: 5666424 my performance: ,0.029,
31,6,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,3,0.03100000000000002,SAT,Returned from portfolio; configuration: 5666424 my performance: ,0.029,
32,1,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,3,0.03200000000000002,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
33,7,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,3,0.03300000000000002,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
34,7,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,3,0.03400000000000002,SAT,Returned from portfolio; configuration: 5686136 my performance: ,0.029,
35,7,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,3,0.035000000000000024,SAT,Returned from portfolio; configuration: 5686136 my performance: ,0.028,
36,7,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,3,0.036000000000000025,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.029,
37,7,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,3,0.037000000000000026,SAT,Returned from portfolio; configuration: 5686136 my performance: ,0.028,
38,7,64,28.4449,0,10.0,-1,0.001,1.0,1,28.4449,3,0.03800000000000003,SAT,Returned from portfolio; configuration: 5686136 my performance: ,0.029,
39,7,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,3,0.03900000000000003,SAT,Returned from portfolio; configuration: 5686136 my performance: ,0.029,
40,7,42,10.2742,0,10.0,-1,0.001,1.0,1,10.2742,3,0.04000000000000003,SAT,Returned from portfolio; configuration: 5686136 my performance: ,0.029,
41,1,36,10.1507,0,10.0,-1,0.001,1.0,1,10.1507,4,0.04100000000000003,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.028,
42,8,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,4,0.04200000000000003,SAT,Returned from portfolio; configuration: 5696952 my performance: ,0.027,
43,8,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,4,0.04300000000000003,SAT,Returned from portfolio; configuration: 5696952 my performance: ,0.029,
44,8,64,28.4449,0,10.0,-1,0.001,1.0,1,28.4449,4,0.04400000000000003,SAT,Returned from portfolio; configuration: 5696952 my performance: ,0.028,
45,8,36,10.1507,0,10.0,-1,0.001,1.0,1,10.1507,4,0.04500000000000003,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.028,
46,8,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,4,0.046000000000000034,SAT,Returned from portfolio; configuration: 5696952 my performance: ,0.029,
47,8,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,4,0.047000000000000035,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.029,
48,8,42,10.2742,0,10.0,-1,0.001,1.0,1,10.2742,4,0.048000000000000036,SAT,Returned from portfolio; configuration: 5696952 my performance: ,0.029,
49,8,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,4,0.04900000000000004,SAT,Returned from portfolio; configuration: 5696952 my performance: ,0.029,
50,8,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,4,0.05000000000000004,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
51,1,23,20.5867,0,10.0,-1,0.001,1.0,1,20.5867,4,0.05100000000000004,SAT,Returned from portfolio; configuration: 5594639 my performance: ,0.029,
52,9,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,4,0.05200000000000004,SAT,Returned from portfolio; configuration: 5716403 my performance: ,0.028,
53,9,36,10.1507,0,10.0,-1,0.001,1.0,1,10.1507,4,0.05300000000000004,SAT,Returned from portfolio; configuration: 5716403 my performance: ,0.029,
54,9,42,10.2742,0,10.0,-1,0.001,1.0,1,10.2742,4,0.05400000000000004,SAT,Returned from portfolio; configuration: 5716403 my performance: ,0.028,
55,9,23,18.1735,0,10.0,-1,0.001,1.0,1,18.1735,4,0.05500000000000004,SAT,Returned from portfolio; configuration: 5594639 my performance: ,0.029,
56,9,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,4,0.05600000000000004,SAT,Returned from portfolio; configuration: 5716403 my performance: ,0.029,
57,9,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,4,0.057000000000000044,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
58,9,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,4,0.058000000000000045,SAT,Returned from portfolio; configuration: 5716403 my performance: ,0.03,
59,9,64,28.4449,0,10.0,-1,0.001,1.0,1,28.4449,4,0.059000000000000045,SAT,Returned from portfolio; configuration: 5716403 my performance: ,0.028,
60,9,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,4,0.060000000000000046,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.029,
61,9,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,4,0.06100000000000005,SAT,Returned from portfolio; configuration: 5716403 my performance: ,0.028,
62,9,61,34.7178,0,10.0,-1,0.001,1.0,1,34.7178,5,0.06200000000000005,SAT,Returned from portfolio; configuration: 5716403 my performance: ,0.029,
63,10,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,5,0.06300000000000004,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.029,
64,10,64,28.4449,0,10.0,-1,0.001,1.0,1,28.4449,5,0.06400000000000004,SAT,Returned from portfolio; configuration: 5732941 my performance: ,0.028,
65,10,61,34.7178,0,10.0,-1,0.001,1.0,1,34.7178,5,0.06500000000000004,SAT,Returned from portfolio; configuration: 5732941 my performance: ,0.029,
66,10,23,18.1735,0,10.0,-1,0.001,1.0,1,18.1735,5,0.06600000000000004,SAT,Returned from portfolio; configuration: 5594639 my performance: ,0.029,
67,10,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,5,0.06700000000000005,SAT,Returned from portfolio; configuration: 5732941 my performance: ,0.029,
68,10,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,5,0.06800000000000005,SAT,Returned from portfolio; configuration: 5732941 my performance: ,0.029,
69,10,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,5,0.06900000000000005,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
70,10,36,10.1507,0,10.0,-1,0.001,1.0,1,10.1507,5,0.07000000000000005,SAT,Returned from portfolio; configuration: 5732941 my performance: ,0.028,
71,10,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,5,0.07100000000000005,SAT,Returned from portfolio; configuration: 5732941 my performance: ,0.028,
72,10,42,10.2742,0,10.0,-1,0.001,1.0,1,10.2742,5,0.07200000000000005,SAT,Returned from portfolio; configuration: 5732941 my performance: ,0.028,
73,10,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,5,0.07300000000000005,SAT,Returned from portfolio; configuration: 5732941 my performance: ,0.028,
74,9,44,13.1219,0,10.0,-1,0.001,1.0,1,13.1219,5,0.07400000000000005,SAT,Returned from portfolio; configuration: 5716403 my performance: ,0.029,
75,11,42,10.2742,0,10.0,-1,0.001,1.0,1,10.2742,5,0.07500000000000005,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
76,11,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,5,0.07600000000000005,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
77,11,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,5,0.07700000000000005,SAT,Returned from portfolio; configuration: 5746721 my performance: ,0.029,
78,11,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,5,0.07800000000000006,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
79,11,23,18.1735,0,10.0,-1,0.001,1.0,1,18.1735,5,0.07900000000000006,SAT,Returned from portfolio; configuration: 5594639 my performance: ,0.029,
80,11,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,5,0.08000000000000006,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
81,11,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,5,0.08100000000000006,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
82,11,64,28.4449,0,10.0,-1,0.001,1.0,1,28.4449,5,0.08200000000000006,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
83,11,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,5,0.08300000000000006,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
84,11,36,10.1507,0,10.0,-1,0.001,1.0,1,10.1507,5,0.08400000000000006,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.028,
85,11,44,13.1219,0,10.0,-1,0.001,1.0,1,13.1219,5,0.08500000000000006,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.028,
86,11,61,34.7178,0,10.0,-1,0.001,1.0,1,34.7178,5,0.08600000000000006,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.03,
87,9,32,14.6758,0,10.0,-1,0.001,1.0,1,14.6758,6,0.08700000000000006,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.028,
88,12,42,10.2742,0,10.0,-1,0.001,1.0,1,10.2742,6,0.08800000000000006,SAT,Returned from portfolio; configuration: 5746845 my performance: ,0.029,
89,12,61,34.7178,0,10.0,-1,0.001,1.0,1,34.7178,6,0.08900000000000007,SAT,Returned from portfolio; configuration: 5746845 my performance: ,0.029,
90,12,48,22.0394,0,10.0,-1,0.001,1.0,1,22.0394,6,0.09000000000000007,SAT,Returned from portfolio; configuration: 5746845 my performance: ,0.028,
91,12,46,17.1866,0,10.0,-1,0.001,1.0,1,17.1866,6,0.09100000000000007,SAT,Returned from portfolio; configuration: 5746845 my performance: ,0.028,
92,12,64,28.4449,0,10.0,-1,0.001,1.0,1,28.4449,6,0.09200000000000007,SAT,Returned from portfolio; configuration: 5746845 my performance: ,0.029,
93,12,32,14.6758,0,10.0,-1,0.001,1.0,1,14.6758,6,0.09300000000000007,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.028,
94,12,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,6,0.09400000000000007,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.029,
95,12,55,36.6093,0,10.0,-1,0.001,1.0,1,36.6093,6,0.09500000000000007,SAT,Returned from portfolio; configuration: 5746845 my performance: ,0.028,
96,12,36,10.1507,0,10.0,-1,0.001,1.0,1,10.1507,6,0.09600000000000007,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.028,
97,12,44,13.1219,0,10.0,-1,0.001,1.0,1,13.1219,6,0.09700000000000007,SAT,Returned from portfolio; configuration: 5746845 my performance: ,0.029,
98,12,23,18.1735,0,10.0,-1,0.001,1.0,1,18.1735,6,0.09800000000000007,SAT,Returned from portfolio; configuration: 5594639 my performance: ,0.029,
99,12,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,6,0.09900000000000007,SAT,Returned from portfolio; configuration: 5746845 my performance: ,0.029,
100,12,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,6,0.10000000000000007,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
101,9,14,6.4226,0,10.0,-1,0.001,1.0,1,6.4226,6,0.10100000000000008,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.028,
102,13,14,6.4226,0,10.0,-1,0.001,1.0,1,6.4226,6,0.10200000000000008,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.028,
103,13,42,10.2742,0,10.0,-1,0.001,1.0,1,10.2742,6,0.10300000000000008,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
104,13,11,11.025,0,10.0,-1,0.001,1.0,1,11.025,6,0.10400000000000008,SAT,Returned from portfolio; configuration: 5595619 my performance: ,0.029,
105,13,23,18.1735,0,10.0,-1,0.001,1.0,1,18.1735,6,0.10500000000000008,SAT,Returned from portfolio; configuration: 5594639 my performance: ,0.029,
106,13,64,28.4449,0,10.0,-1,0.001,1.0,1,28.4449,6,0.10600000000000008,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
107,13,41,9.3859,0,10.0,-1,0.001,1.0,1,9.3859,6,0.10700000000000008,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
108,13,36,10.1507,0,10.0,-1,0.001,1.0,1,10.1507,6,0.10800000000000008,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.028,
109,13,44,13.1219,0,10.0,-1,0.001,1.0,1,13.1219,6,0.10900000000000008,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.028,
110,13,29,18.0025,0,10.0,-1,0.001,1.0,1,18.0025,6,0.11000000000000008,SAT,Returned from portfolio; configuration: 5595336 my performance: ,0.029,
