Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
39,11,5,201.0187,0,10.0,-1,0.001,1.0,1,201.0187,3,0.03900000000000003,SAT,,0.029,
40,11,50,10.9726,0,10.0,-1,0.001,1.0,1,10.9726,3,0.04000000000000003,SAT,,0.029,
41,11,16,82.16,0,10.0,-1,0.001,1.0,1,82.16,3,0.04100000000000003,SAT,,0.029,
42,11,8,155.9117,0,10.0,-1,0.001,1.0,1,155.9117,3,0.04200000000000003,SAT,,0.029,
43,11,44,2.3331,0,10.0,-1,0.001,1.0,1,2.3331,3,0.04300000000000003,SAT,,0.029,
44,2,67,56.939,0,10.0,-1,0.001,1.0,1,56.939,4,0.04400000000000003,SAT,,0.03,
45,12,67,13.1577,0,10.0,-1,0.001,1.0,1,13.1577,4,0.04500000000000003,SAT,,0.029,
46,12,34,9.8671,0,10.0,-1,0.001,1.0,1,9.8671,4,0.046000000000000034,SAT,,0.029,
47,12,39,3.8257,0,10.0,-1,0.001,1.0,1,3.8257,4,0.047000000000000035,SAT,,0.03,
48,12,40,3.5507,0,10.0,-1,0.001,1.0,1,3.5507,4,0.048000000000000036,SAT,,0.028,
49,12,47,11.9179,0,10.0,-1,0.001,1.0,1,11.9179,4,0.04900000000000004,SAT,,0.029,
50,12,44,6.3338,0,10.0,-1,0.001,1.0,1,6.3338,4,0.05000000000000004,SAT,,0.03,
51,12,15,39.8512,0,10.0,-1,0.001,1.0,1,39.8512,4,0.05100000000000004,SAT,,0.029,
52,12,16,36.602,0,10.0,-1,0.001,1.0,1,36.602,4,0.05200000000000004,SAT,,0.03,
53,12,61,26.1141,0,10.0,-1,0.001,1.0,1,26.1141,4,0.05300000000000004,SAT,,0.029,
54,12,8,86.6839,0,10.0,-1,0.001,1.0,1,86.6839,4,0.05400000000000004,SAT,,0.03,
55,12,50,18.8566,0,10.0,-1,0.001,1.0,1,18.8566,4,0.05500000000000004,SAT,,0.029,
56,12,53,25.0683,0,10.0,-1,0.001,1.0,1,25.0683,4,0.05600000000000004,SAT,,0.029,
57,12,5,121.825,0,10.0,-1,0.001,1.0,1,121.825,4,0.057000000000000044,SAT,,0.03,
58,12,2,165.7816,0,10.0,-1,0.001,1.0,1,165.7816,4,0.058000000000000045,SAT,,0.029,
59,13,2,160.0453,0,10.0,-1,0.001,1.0,1,160.0453,4,0.059000000000000045,SAT,,0.03,
60,13,39,4.5464,0,10.0,-1,0.001,1.0,1,4.5464,4,0.060000000000000046,SAT,,0.029,
61,13,40,4.3546,0,10.0,-1,0.001,1.0,1,4.3546,4,0.06100000000000005,SAT,,0.03,
62,13,5,116.8574,0,10.0,-1,0.001,1.0,1,116.8574,4,0.06200000000000005,SAT,,0.029,
63,13,50,20.2278,0,10.0,-1,0.001,1.0,1,20.2278,4,0.06300000000000004,SAT,,0.064,
64,13,15,37.1336,0,10.0,-1,0.001,1.0,1,37.1336,4,0.06400000000000004,SAT,,0.029,
65,13,34,10.0999,0,10.0,-1,0.001,1.0,1,10.0999,4,0.06500000000000004,SAT,,0.032,
66,13,16,34.0829,0,10.0,-1,0.001,1.0,1,34.0829,4,0.06600000000000004,SAT,,0.03,
67,13,47,13.1694,0,10.0,-1,0.001,1.0,1,13.1694,4,0.06700000000000005,SAT,,0.029,
68,13,61,27.5541,0,10.0,-1,0.001,1.0,1,27.5541,4,0.06800000000000005,SAT,,0.03,
69,13,44,7.4223,0,10.0,-1,0.001,1.0,1,7.4223,4,0.06900000000000005,SAT,,0.029,
70,13,67,14.3899,0,10.0,-1,0.001,1.0,1,14.3899,4,0.07000000000000005,SAT,,0.029,
71,13,8,82.4417,0,10.0,-1,0.001,1.0,1,82.4417,4,0.07100000000000005,SAT,,0.03,
72,13,53,26.5159,0,10.0,-1,0.001,1.0,1,26.5159,4,0.07200000000000005,SAT,,0.029,
73,13,30,16.8568,0,10.0,-1,0.001,1.0,1,16.8568,5,0.07300000000000005,SAT,,0.03,
74,14,61,37.117,0,10.0,-1,0.001,1.0,1,37.117,5,0.07400000000000005,SAT,,0.058,
75,13,57,30.4764,0,10.0,-1,0.001,1.0,1,30.4764,5,0.07500000000000005,SAT,,0.03,
76,15,34,58.9578,0,10.0,-1,0.001,1.0,1,58.9578,5,0.07600000000000005,SAT,,0.029,
77,13,23,24.6878,0,10.0,-1,0.001,1.0,1,24.6878,5,0.07700000000000005,SAT,,0.03,
78,16,53,35.5031,0,10.0,-1,0.001,1.0,1,35.5031,5,0.07800000000000006,SAT,,0.03,
79,13,65,19.2524,0,10.0,-1,0.001,1.0,1,19.2524,5,0.07900000000000006,SAT,,0.03,
80,17,30,21.1834,0,10.0,-1,0.001,1.0,1,21.1834,5,0.08000000000000006,SAT,,0.029,
81,13,56,30.1067,0,10.0,-1,0.001,1.0,1,30.1067,5,0.08100000000000006,SAT,,0.03,
82,18,53,36.0132,0,10.0,-1,0.001,1.0,1,36.0132,5,0.08200000000000006,SAT,,0.03,
83,13,6,104.3698,0,10.0,-1,0.001,1.0,1,104.3698,5,0.08300000000000006,SAT,,0.03,
84,19,2,27.0203,0,10.0,-1,0.001,1.0,1,27.0203,5,0.08400000000000006,SAT,,0.03,
85,19,44,114.7851,0,10.0,-1,0.001,1.0,1,114.7851,5,0.08500000000000006,SAT,,0.028,
86,19,8,2.046,0,10.0,-1,0.001,1.0,1,2.046,5,0.08600000000000006,SAT,,0.029,
87,19,50,137.5473,0,10.0,-1,0.001,1.0,1,137.5473,5,0.08700000000000006,SAT,,0.032,
88,19,65,134.7938,0,10.0,-1,0.001,1.0,1,134.7938,5,0.08800000000000006,SAT,,0.029,
89,19,39,98.955,0,10.0,-1,0.001,1.0,1,98.955,5,0.08900000000000007,SAT,,0.029,
90,19,34,87.3211,0,10.0,-1,0.001,1.0,1,87.3211,5,0.09000000000000007,SAT,,0.03,
91,13,4,130.3241,0,10.0,-1,0.001,1.0,1,130.3241,6,0.09100000000000007,SAT,,0.029,
92,20,6,189.7747,0,10.0,-1,0.001,1.0,1,189.7747,6,0.09200000000000007,SAT,,0.029,
93,13,36,7.1431,0,10.0,-1,0.001,1.0,1,7.1431,6,0.09300000000000007,SAT,,0.029,
94,21,47,42.3263,0,10.0,-1,0.001,1.0,1,42.3263,6,0.09400000000000007,SAT,,0.028,
95,13,41,4.5457,0,10.0,-1,0.001,1.0,1,4.5457,6,0.09500000000000007,SAT,,0.029,
96,22,23,58.6822,0,10.0,-1,0.001,1.0,1,58.6822,6,0.09600000000000007,SAT,,0.03,
97,13,31,15.2067,0,10.0,-1,0.001,1.0,1,15.2067,6,0.09700000000000007,SAT,,0.029,
98,23,15,14.5004,0,10.0,-1,0.001,1.0,1,14.5004,6,0.09800000000000007,SAT,,0.03,
99,23,2,21.7506,0,10.0,-1,0.001,1.0,1,21.7506,6,0.09900000000000007,SAT,,0.029,
100,23,31,92.1909,0,10.0,-1,0.001,1.0,1,92.1909,6,0.10000000000000007,SAT,,0.029,
101,23,34,100.5125,0,10.0,-1,0.001,1.0,1,100.5125,6,0.10100000000000008,SAT,,0.029,
102,23,56,168.3384,0,10.0,-1,0.001,1.0,1,168.3384,6,0.10200000000000008,SAT,,0.03,
103,23,44,130.6231,0,10.0,-1,0.001,1.0,1,130.6231,6,0.10300000000000008,SAT,,0.029,
104,23,4,11.8497,0,10.0,-1,0.001,1.0,1,11.8497,6,0.10400000000000008,SAT,,0.057,
105,13,62,25.8468,0,10.0,-1,0.001,1.0,1,25.8468,7,0.10500000000000008,SAT,,0.029,
106,24,34,12.8618,0,10.0,-1,0.001,1.0,1,12.8618,7,0.10600000000000008,SAT,,0.03,
107,13,1,176.2175,0,10.0,-1,0.001,1.0,1,176.2175,7,0.10700000000000008,SAT,,0.029,
108,25,5,123.3304,0,10.0,-1,0.001,1.0,1,123.3304,7,0.10800000000000008,SAT,,0.03,
109,13,63,23.8471,0,10.0,-1,0.001,1.0,1,23.8471,7,0.10900000000000008,SAT,,0.03,
110,26,5,95.0028,0,10.0,-1,0.001,1.0,1,95.0028,7,0.11000000000000008,SAT,,0.029,
111,26,6,83.672,0,10.0,-1,0.001,1.0,1,83.672,7,0.11100000000000008,SAT,,0.03,
112,26,65,26.8904,0,10.0,-1,0.001,1.0,1,26.8904,7,0.11200000000000009,SAT,,0.029,
113,26,1,149.5107,0,10.0,-1,0.001,1.0,1,149.5107,7,0.11300000000000009,SAT,,0.03,
114,26,50,28.1025,0,10.0,-1,0.001,1.0,1,28.1025,7,0.11400000000000009,SAT,,0.029,
115,26,44,13.9712,0,10.0,-1,0.001,1.0,1,13.9712,7,0.11500000000000009,SAT,,0.03,
116,26,57,38.8719,0,10.0,-1,0.001,1.0,1,38.8719,7,0.11600000000000009,SAT,,0.03,
117,26,31,16.0984,0,10.0,-1,0.001,1.0,1,16.0984,7,0.11700000000000009,SAT,,0.03,
118,26,34,12.6353,0,10.0,-1,0.001,1.0,1,12.6353,7,0.11800000000000009,SAT,,0.029,
119,26,63,31.8097,0,10.0,-1,0.001,1.0,1,31.8097,7,0.11900000000000009,SAT,,0.035,
120,26,56,38.4955,0,10.0,-1,0.001,1.0,1,38.4955,7,0.12000000000000009,SAT,,0.033,
121,26,15,25.8314,0,10.0,-1,0.001,1.0,1,25.8314,7,0.1210000000000001,SAT,,0.03,
122,26,8,63.9896,0,10.0,-1,0.001,1.0,1,63.9896,7,0.1220000000000001,SAT,,0.03,
123,26,61,35.7512,0,10.0,-1,0.001,1.0,1,35.7512,7,0.1230000000000001,SAT,,0.029,
124,26,62,33.938,0,10.0,-1,0.001,1.0,1,33.938,7,0.1240000000000001,SAT,,0.029,
125,26,53,34.7491,0,10.0,-1,0.001,1.0,1,34.7491,7,0.12500000000000008,SAT,,0.029,
126,26,41,10.1273,0,10.0,-1,0.001,1.0,1,10.1273,7,0.12600000000000008,SAT,,0.028,
127,26,67,21.6129,0,10.0,-1,0.001,1.0,1,21.6129,7,0.12700000000000009,SAT,,0.03,
128,26,2,134.5854,0,10.0,-1,0.001,1.0,1,134.5854,7,0.12800000000000009,SAT,,0.029,
129,26,39,9.3704,0,10.0,-1,0.001,1.0,1,9.3704,7,0.1290000000000001,SAT,,0.031,
130,26,47,20.4826,0,10.0,-1,0.001,1.0,1,20.4826,7,0.1300000000000001,SAT,,0.03,
131,26,40,9.5687,0,10.0,-1,0.001,1.0,1,9.5687,7,0.1310000000000001,SAT,,0.055,
132,26,36,10.6616,0,10.0,-1,0.001,1.0,1,10.6616,7,0.1320000000000001,SAT,,0.029,
133,26,30,17.1554,0,10.0,-1,0.001,1.0,1,17.1554,7,0.1330000000000001,SAT,,0.029,
134,26,4,107.2904,0,10.0,-1,0.001,1.0,1,107.2904,7,0.1340000000000001,SAT,,0.029,
135,26,16,23.712,0,10.0,-1,0.001,1.0,1,23.712,7,0.1350000000000001,SAT,,0.029,
136,26,23,20.2041,0,10.0,-1,0.001,1.0,1,20.2041,7,0.1360000000000001,SAT,,0.028,
137,26,76,8.1373,0,10.0,-1,0.001,1.0,1,8.1373,8,0.1370000000000001,SAT,,0.028,
138,27,39,17.4534,0,10.0,-1,0.001,1.0,1,17.4534,8,0.1380000000000001,SAT,,0.028,
139,26,43,12.3425,0,10.0,-1,0.001,1.0,1,12.3425,8,0.1390000000000001,SAT,,0.029,
140,28,43,151.038,0,10.0,-1,0.001,1.0,1,151.038,8,0.1400000000000001,SAT,,0.03,
141,26,22,20.1649,0,10.0,-1,0.001,1.0,1,20.1649,8,0.1410000000000001,SAT,,0.029,
142,29,50,39.5186,0,10.0,-1,0.001,1.0,1,39.5186,8,0.1420000000000001,SAT,,0.029,
143,26,3,120.4981,0,10.0,-1,0.001,1.0,1,120.4981,8,0.1430000000000001,SAT,,0.029,
144,30,57,120.8889,0,10.0,-1,0.001,1.0,1,120.8889,8,0.1440000000000001,SAT,,0.029,
145,26,24,20.2026,0,10.0,-1,0.001,1.0,1,20.2026,8,0.1450000000000001,SAT,,0.029,
146,31,61,47.1973,0,10.0,-1,0.001,1.0,1,47.1973,8,0.1460000000000001,SAT,,0.028,
147,26,66,24.2556,0,10.0,-1,0.001,1.0,1,24.2556,8,0.1470000000000001,SAT,,0.029,
148,32,76,78.4015,0,10.0,-1,0.001,1.0,1,78.4015,8,0.1480000000000001,SAT,,0.028,
149,26,11,42.039,0,10.0,-1,0.001,1.0,1,42.039,9,0.1490000000000001,SAT,,0.033,
150,33,8,63.7083,0,10.0,-1,0.001,1.0,1,63.7083,9,0.1500000000000001,SAT,,0.029,
151,33,30,17.18,0,10.0,-1,0.001,1.0,1,17.18,9,0.1510000000000001,SAT,,0.029,
152,33,53,34.9032,0,10.0,-1,0.001,1.0,1,34.9032,9,0.1520000000000001,SAT,,0.03,
153,33,6,83.354,0,10.0,-1,0.001,1.0,1,83.354,9,0.1530000000000001,SAT,,0.029,
154,33,67,21.7505,0,10.0,-1,0.001,1.0,1,21.7505,9,0.1540000000000001,SAT,,0.029,
155,33,11,41.8099,0,10.0,-1,0.001,1.0,1,41.8099,9,0.1550000000000001,SAT,,0.029,
156,33,57,39.0286,0,10.0,-1,0.001,1.0,1,39.0286,9,0.1560000000000001,SAT,,0.029,
157,33,31,16.1327,0,10.0,-1,0.001,1.0,1,16.1327,9,0.1570000000000001,SAT,,0.03,
158,33,4,106.9343,0,10.0,-1,0.001,1.0,1,106.9343,9,0.1580000000000001,SAT,,0.03,
159,33,62,34.0897,0,10.0,-1,0.001,1.0,1,34.0897,9,0.1590000000000001,SAT,,0.029,
160,33,34,12.6964,0,10.0,-1,0.001,1.0,1,12.6964,9,0.16000000000000011,SAT,,0.028,
161,33,56,38.652,0,10.0,-1,0.001,1.0,1,38.652,9,0.16100000000000012,SAT,,0.029,
162,33,2,134.1897,0,10.0,-1,0.001,1.0,1,134.1897,9,0.16200000000000012,SAT,,0.028,
163,33,1,149.0947,0,10.0,-1,0.001,1.0,1,149.0947,9,0.16300000000000012,SAT,,0.028,
164,33,66,24.3968,0,10.0,-1,0.001,1.0,1,24.3968,9,0.16400000000000012,SAT,,0.029,
165,33,22,20.0989,0,10.0,-1,0.001,1.0,1,20.0989,9,0.16500000000000012,SAT,,0.029,
166,33,23,20.1506,0,10.0,-1,0.001,1.0,1,20.1506,9,0.16600000000000012,SAT,,0.028,
167,33,47,20.6217,0,10.0,-1,0.001,1.0,1,20.6217,9,0.16700000000000012,SAT,,0.029,
168,33,65,27.0347,0,10.0,-1,0.001,1.0,1,27.0347,9,0.16800000000000012,SAT,,0.058,
169,33,41,10.2381,0,10.0,-1,0.001,1.0,1,10.2381,9,0.16900000000000012,SAT,,0.029,
170,33,40,9.6734,0,10.0,-1,0.001,1.0,1,9.6734,9,0.17000000000000012,SAT,,0.029,
171,33,16,23.5625,0,10.0,-1,0.001,1.0,1,23.5625,9,0.17100000000000012,SAT,,0.03,
172,33,63,31.9594,0,10.0,-1,0.001,1.0,1,31.9594,9,0.17200000000000013,SAT,,0.029,
173,33,50,28.2507,0,10.0,-1,0.001,1.0,1,28.2507,9,0.17300000000000013,SAT,,0.03,
174,33,43,12.4642,0,10.0,-1,0.001,1.0,1,12.4642,9,0.17400000000000013,SAT,,0.029,
175,33,36,10.7388,0,10.0,-1,0.001,1.0,1,10.7388,9,0.17500000000000013,SAT,,0.029,
176,33,24,20.1614,0,10.0,-1,0.001,1.0,1,20.1614,9,0.17600000000000013,SAT,,0.028,
177,33,5,94.666,0,10.0,-1,0.001,1.0,1,94.666,9,0.17700000000000013,SAT,,0.029,
178,33,44,14.0978,0,10.0,-1,0.001,1.0,1,14.0978,9,0.17800000000000013,SAT,,0.029,
179,33,76,8.2262,0,10.0,-1,0.001,1.0,1,8.2262,9,0.17900000000000013,SAT,,0.029,
180,33,39,9.4688,0,10.0,-1,0.001,1.0,1,9.4688,9,0.18000000000000013,SAT,,0.029,
181,33,61,35.9046,0,10.0,-1,0.001,1.0,1,35.9046,9,0.18100000000000013,SAT,,0.03,
182,33,15,25.6667,0,10.0,-1,0.001,1.0,1,25.6667,9,0.18200000000000013,SAT,,0.029,
183,33,3,120.1224,0,10.0,-1,0.001,1.0,1,120.1224,9,0.18300000000000013,SAT,,0.03,
184,33,68,19.1763,0,10.0,-1,0.001,1.0,1,19.1763,9,0.18400000000000014,SAT,,0.029,
185,34,23,34.2173,0,10.0,-1,0.001,1.0,1,34.2173,9,0.18500000000000014,SAT,,0.028,
186,33,45,16.0361,0,10.0,-1,0.001,1.0,1,16.0361,10,0.18600000000000014,SAT,,0.029,
187,25,11,61.9363,0,10.0,-1,0.001,1.0,1,61.9363,10,0.18700000000000014,SAT,,0.029,
188,33,17,22.0598,0,10.0,-1,0.001,1.0,1,22.0598,10,0.18800000000000014,SAT,,0.028,
189,35,53,28.9514,0,10.0,-1,0.001,1.0,1,28.9514,10,0.18900000000000014,SAT,,0.03,
190,35,57,32.965,0,10.0,-1,0.001,1.0,1,32.965,10,0.19000000000000014,SAT,,0.029,
191,35,67,16.4944,0,10.0,-1,0.001,1.0,1,16.4944,10,0.19100000000000014,SAT,,0.029,
192,35,66,18.99,0,10.0,-1,0.001,1.0,1,18.99,10,0.19200000000000014,SAT,,0.03,
193,35,17,28.2943,0,10.0,-1,0.001,1.0,1,28.2943,10,0.19300000000000014,SAT,,0.029,
194,35,16,30.4228,0,10.0,-1,0.001,1.0,1,30.4228,10,0.19400000000000014,SAT,,0.03,
195,35,36,8.0338,0,10.0,-1,0.001,1.0,1,8.0338,10,0.19500000000000015,SAT,,0.029,
196,35,40,5.8008,0,10.0,-1,0.001,1.0,1,5.8008,10,0.19600000000000015,SAT,,0.029,
197,35,30,16.6925,0,10.0,-1,0.001,1.0,1,16.6925,10,0.19700000000000015,SAT,,0.03,
198,35,47,15.3034,0,10.0,-1,0.001,1.0,1,15.3034,10,0.19800000000000015,SAT,,0.029,
199,35,41,6.1123,0,10.0,-1,0.001,1.0,1,6.1123,10,0.19900000000000015,SAT,,0.03,
200,35,5,109.4346,0,10.0,-1,0.001,1.0,1,109.4346,10,0.20000000000000015,SAT,,0.029,
201,35,65,21.4928,0,10.0,-1,0.001,1.0,1,21.4928,10,0.20100000000000015,SAT,,0.03,
202,35,6,97.3261,0,10.0,-1,0.001,1.0,1,97.3261,10,0.20200000000000015,SAT,,0.03,
203,35,1,167.2049,0,10.0,-1,0.001,1.0,1,167.2049,10,0.20300000000000015,SAT,,0.03,
204,33,32,15.0007,0,10.0,-1,0.001,1.0,1,15.0007,11,0.20400000000000015,SAT,,0.029,
205,36,45,8.0403,0,10.0,-1,0.001,1.0,1,8.0403,11,0.20500000000000015,SAT,,0.03,
206,36,53,25.2073,0,10.0,-1,0.001,1.0,1,25.2073,11,0.20600000000000016,SAT,,0.029,
207,36,65,18.0581,0,10.0,-1,0.001,1.0,1,18.0581,11,0.20700000000000016,SAT,,0.03,
208,36,23,25.8212,0,10.0,-1,0.001,1.0,1,25.8212,11,0.20800000000000016,SAT,,0.029,
209,36,44,6.4372,0,10.0,-1,0.001,1.0,1,6.4372,11,0.20900000000000016,SAT,,0.029,
210,36,36,6.7399,0,10.0,-1,0.001,1.0,1,6.7399,11,0.21000000000000016,SAT,,0.03,
211,36,11,60.4929,0,10.0,-1,0.001,1.0,1,60.4929,11,0.21100000000000016,SAT,,0.029,
212,36,43,5.1659,0,10.0,-1,0.001,1.0,1,5.1659,11,0.21200000000000016,SAT,,0.029,
213,36,4,135.0197,0,10.0,-1,0.001,1.0,1,135.0197,11,0.21300000000000016,SAT,,0.03,
214,36,16,36.3468,0,10.0,-1,0.001,1.0,1,36.3468,11,0.21400000000000016,SAT,,0.029,
215,36,34,9.8854,0,10.0,-1,0.001,1.0,1,9.8854,11,0.21500000000000016,SAT,,0.029,
216,36,62,24.5655,0,10.0,-1,0.001,1.0,1,24.5655,11,0.21600000000000016,SAT,,0.029,
217,36,67,13.2753,0,10.0,-1,0.001,1.0,1,13.2753,11,0.21700000000000016,SAT,,0.029,
218,36,6,108.6168,0,10.0,-1,0.001,1.0,1,108.6168,11,0.21800000000000017,SAT,,0.029,
219,36,40,3.6257,0,10.0,-1,0.001,1.0,1,3.6257,11,0.21900000000000017,SAT,,0.029,
220,33,49,25.7097,0,10.0,-1,0.001,1.0,1,25.7097,11,0.22000000000000017,SAT,,0.028,
221,37,8,161.9673,0,10.0,-1,0.001,1.0,1,161.9673,11,0.22100000000000017,SAT,,0.029,
222,33,25,20.0732,0,10.0,-1,0.001,1.0,1,20.0732,12,0.22200000000000017,SAT,,0.028,
223,38,36,10.9515,0,10.0,-1,0.001,1.0,1,10.9515,12,0.22300000000000017,SAT,,0.029,
224,33,35,11.6435,0,10.0,-1,0.001,1.0,1,11.6435,12,0.22400000000000017,SAT,,0.028,
225,39,61,17.4573,0,10.0,-1,0.001,1.0,1,17.4573,12,0.22500000000000017,SAT,,0.028,
226,39,40,1.7629,0,10.0,-1,0.001,1.0,1,1.7629,12,0.22600000000000017,SAT,,0.029,
227,39,35,11.4185,0,10.0,-1,0.001,1.0,1,11.4185,12,0.22700000000000017,SAT,,0.028,
228,39,23,46.4947,0,10.0,-1,0.001,1.0,1,46.4947,12,0.22800000000000017,SAT,,0.029,
229,39,4,198.8011,0,10.0,-1,0.001,1.0,1,198.8011,12,0.22900000000000018,SAT,,0.029,
230,39,6,166.9697,0,10.0,-1,0.001,1.0,1,166.9697,12,0.23000000000000018,SAT,,0.029,
231,39,49,8.9826,0,10.0,-1,0.001,1.0,1,8.9826,12,0.23100000000000018,SAT,,0.028,
232,33,58,38.9326,0,10.0,-1,0.001,1.0,1,38.9326,13,0.23200000000000018,SAT,,0.029,
233,40,44,4.7286,0,10.0,-1,0.001,1.0,1,4.7286,13,0.23300000000000018,SAT,,0.029,
234,40,25,25.9205,0,10.0,-1,0.001,1.0,1,25.9205,13,0.23400000000000018,SAT,,0.029,
235,40,36,6.1963,0,10.0,-1,0.001,1.0,1,6.1963,13,0.23500000000000018,SAT,,0.03,
236,40,32,13.7335,0,10.0,-1,0.001,1.0,1,13.7335,13,0.23600000000000018,SAT,,0.03,
237,40,58,26.6473,0,10.0,-1,0.001,1.0,1,26.6473,13,0.23700000000000018,SAT,,0.029,
238,40,67,11.3076,0,10.0,-1,0.001,1.0,1,11.3076,13,0.23800000000000018,SAT,,0.03,
239,40,15,44.7302,0,10.0,-1,0.001,1.0,1,44.7302,13,0.23900000000000018,SAT,,0.029,
240,40,49,14.491,0,10.0,-1,0.001,1.0,1,14.491,13,0.24000000000000019,SAT,,0.029,
241,40,34,9.7198,0,10.0,-1,0.001,1.0,1,9.7198,13,0.2410000000000002,SAT,,0.03,
242,40,50,16.7698,0,10.0,-1,0.001,1.0,1,16.7698,13,0.2420000000000002,SAT,,0.03,
243,40,5,130.5369,0,10.0,-1,0.001,1.0,1,130.5369,13,0.2430000000000002,SAT,,0.03,
244,40,43,3.5726,0,10.0,-1,0.001,1.0,1,3.5726,13,0.2440000000000002,SAT,,0.029,
245,40,76,2.5347,0,10.0,-1,0.001,1.0,1,2.5347,13,0.2450000000000002,SAT,,0.029,
246,40,3,159.7858,0,10.0,-1,0.001,1.0,1,159.7858,13,0.2460000000000002,SAT,,0.029,
247,40,2,175.8032,0,10.0,-1,0.001,1.0,1,175.8032,13,0.2470000000000002,SAT,,0.029,
