Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,0,0.001,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.028,
2,1,70,4.0382,0,10.0,-1,0.001,1.0,1,4.0382,1,0.002,SAT,Returned from portfolio; configuration: 11405884 my performance: ,0.028,
3,2,70,4.0382,0,10.0,-1,0.001,1.0,1,4.0382,1,0.003,SAT,Returned from portfolio; configuration: 11425376 my performance: ,0.029,
4,2,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,1,0.004,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.028,
5,1,66,9.3922,0,10.0,-1,0.001,1.0,1,9.3922,1,0.005,SAT,Returned from portfolio; configuration: 11405884 my performance: ,0.029,
6,3,70,4.0382,0,10.0,-1,0.001,1.0,1,4.0382,1,0.006,SAT,Returned from portfolio; configuration: 11405884 my performance: ,0.028,
7,3,66,9.3922,0,10.0,-1,0.001,1.0,1,9.3922,1,0.007,SAT,Returned from portfolio; configuration: 11405884 my performance: ,0.029,
8,3,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,1,0.008,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.028,
9,1,35,7.819,0,10.0,-1,0.001,1.0,1,7.819,1,0.009000000000000001,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.029,
10,4,35,7.819,0,10.0,-1,0.001,1.0,1,7.819,1,0.010000000000000002,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.029,
11,4,66,9.3922,0,10.0,-1,0.001,1.0,1,9.3922,1,0.011000000000000003,SAT,Returned from portfolio; configuration: 11405884 my performance: ,0.029,
12,4,70,4.0382,0,10.0,-1,0.001,1.0,1,4.0382,1,0.012000000000000004,SAT,Returned from portfolio; configuration: 11405884 my performance: ,0.028,
13,4,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,1,0.013000000000000005,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.028,
14,1,42,2.1038,0,10.0,-1,0.001,1.0,1,2.1038,2,0.014000000000000005,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.029,
15,5,35,7.819,0,10.0,-1,0.001,1.0,1,7.819,2,0.015000000000000006,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.029,
16,5,70,4.0382,0,10.0,-1,0.001,1.0,1,4.0382,2,0.016000000000000007,SAT,Returned from portfolio; configuration: 11450410 my performance: ,0.029,
17,5,42,2.1038,0,10.0,-1,0.001,1.0,1,2.1038,2,0.017000000000000008,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.029,
18,5,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,2,0.01800000000000001,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.028,
19,5,66,9.3922,0,10.0,-1,0.001,1.0,1,9.3922,2,0.01900000000000001,SAT,Returned from portfolio; configuration: 11450410 my performance: ,0.029,
20,1,9,3.8611,0,10.0,-1,0.001,1.0,1,3.8611,2,0.02000000000000001,SAT,Returned from portfolio; configuration: 11405981 my performance: ,0.029,
21,3,9,3.8611,0,10.0,-1,0.001,1.0,1,3.8611,2,0.02100000000000001,SAT,Returned from portfolio; configuration: 11405981 my performance: ,0.029,
22,3,42,2.1038,0,10.0,-1,0.001,1.0,1,2.1038,2,0.022000000000000013,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.029,
23,3,35,7.819,0,10.0,-1,0.001,1.0,1,7.819,2,0.023000000000000013,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.029,
24,1,13,1.7865,0,10.0,-1,0.001,1.0,1,1.7865,3,0.024000000000000014,SAT,Returned from portfolio; configuration: 11405981 my performance: ,0.028,
25,6,70,4.0382,0,10.0,-1,0.001,1.0,1,4.0382,3,0.025000000000000015,SAT,Returned from portfolio; configuration: 11405884 my performance: ,0.028,
26,6,13,1.7865,0,10.0,-1,0.001,1.0,1,1.7865,3,0.026000000000000016,SAT,Returned from portfolio; configuration: 11405981 my performance: ,0.028,
27,6,42,2.1038,0,10.0,-1,0.001,1.0,1,2.1038,3,0.027000000000000017,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.029,
28,6,9,3.8611,0,10.0,-1,0.001,1.0,1,3.8611,3,0.028000000000000018,SAT,Returned from portfolio; configuration: 11405981 my performance: ,0.029,
29,6,66,9.3922,0,10.0,-1,0.001,1.0,1,9.3922,3,0.02900000000000002,SAT,Returned from portfolio; configuration: 11405884 my performance: ,0.029,
30,6,35,7.819,0,10.0,-1,0.001,1.0,1,7.819,3,0.03000000000000002,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.029,
31,6,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,3,0.03100000000000002,SAT,Returned from portfolio; configuration: 11405735 my performance: ,0.028,
