Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,33,11.8774,0,10.0,-1,0.001,1.0,1,11.8774,0,0.001,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.027,
2,1,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,1,0.002,SAT,Returned from portfolio; configuration: 7527289 my performance: ,0.029,
3,2,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,1,0.003,SAT,Returned from portfolio; configuration: 7527289 my performance: ,0.029,
4,2,33,11.8774,0,10.0,-1,0.001,1.0,1,11.8774,1,0.004,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.027,
5,1,74,1.3602,0,10.0,-1,0.001,1.0,1,1.3602,1,0.005,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.029,
6,3,33,11.8774,0,10.0,-1,0.001,1.0,1,11.8774,1,0.006,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.027,
7,3,74,1.3602,0,10.0,-1,0.001,1.0,1,1.3602,1,0.007,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.029,
8,3,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,1,0.008,SAT,Returned from portfolio; configuration: 7557644 my performance: ,0.028,
9,1,10,14.2798,0,10.0,-1,0.001,1.0,1,14.2798,1,0.009000000000000001,SAT,Returned from portfolio; configuration: 7527289 my performance: ,0.029,
10,4,74,1.3602,0,10.0,-1,0.001,1.0,1,1.3602,1,0.010000000000000002,SAT,Returned from portfolio; configuration: 7540878 my performance: ,0.028,
11,4,10,14.2798,0,10.0,-1,0.001,1.0,1,14.2798,1,0.011000000000000003,SAT,Returned from portfolio; configuration: 7527289 my performance: ,0.029,
12,4,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,1,0.012000000000000004,SAT,Returned from portfolio; configuration: 7527289 my performance: ,0.029,
13,4,33,11.8774,0,10.0,-1,0.001,1.0,1,11.8774,1,0.013000000000000005,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.027,
14,1,75,1.5844,0,10.0,-1,0.001,1.0,1,1.5844,2,0.014000000000000005,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.029,
15,5,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,2,0.015000000000000006,SAT,Returned from portfolio; configuration: 7527289 my performance: ,0.029,
16,5,75,1.5844,0,10.0,-1,0.001,1.0,1,1.5844,2,0.016000000000000007,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.029,
17,5,10,14.2798,0,10.0,-1,0.001,1.0,1,14.2798,2,0.017000000000000008,SAT,Returned from portfolio; configuration: 7527289 my performance: ,0.029,
18,5,33,11.8774,0,10.0,-1,0.001,1.0,1,11.8774,2,0.01800000000000001,SAT,Returned from portfolio; configuration: 7575949 my performance: ,0.029,
19,5,74,1.3602,0,10.0,-1,0.001,1.0,1,1.3602,2,0.01900000000000001,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.029,
20,1,72,2.1715,0,10.0,-1,0.001,1.0,1,2.1715,2,0.02000000000000001,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.028,
21,3,75,1.5844,0,10.0,-1,0.001,1.0,1,1.5844,2,0.02100000000000001,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.029,
22,3,72,2.1715,0,10.0,-1,0.001,1.0,1,2.1715,2,0.022000000000000013,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.028,
23,3,10,14.2798,0,10.0,-1,0.001,1.0,1,14.2798,2,0.023000000000000013,SAT,Returned from portfolio; configuration: 7587892 my performance: ,0.028,
24,1,45,5.3366,0,10.0,-1,0.001,1.0,1,5.3366,3,0.024000000000000014,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.03,
25,6,10,14.2798,0,10.0,-1,0.001,1.0,1,14.2798,3,0.025000000000000015,SAT,Returned from portfolio; configuration: 7527289 my performance: ,0.029,
26,6,75,1.5844,0,10.0,-1,0.001,1.0,1,1.5844,3,0.026000000000000016,SAT,Returned from portfolio; configuration: 7607154 my performance: ,0.028,
27,6,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,3,0.027000000000000017,SAT,Returned from portfolio; configuration: 7527289 my performance: ,0.029,
28,6,72,2.1715,0,10.0,-1,0.001,1.0,1,2.1715,3,0.028000000000000018,SAT,Returned from portfolio; configuration: 7607154 my performance: ,0.028,
29,6,33,11.8774,0,10.0,-1,0.001,1.0,1,11.8774,3,0.02900000000000002,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.027,
30,6,74,1.3602,0,10.0,-1,0.001,1.0,1,1.3602,3,0.03000000000000002,SAT,Returned from portfolio; configuration: 7607154 my performance: ,0.028,
31,6,45,5.3366,0,10.0,-1,0.001,1.0,1,5.3366,3,0.03100000000000002,SAT,Returned from portfolio; configuration: 7607154 my performance: ,0.027,
32,1,21,16.1317,0,10.0,-1,0.001,1.0,1,16.1317,3,0.03200000000000002,SAT,Returned from portfolio; configuration: 7526309 my performance: ,0.027,
33,7,10,14.2798,0,10.0,-1,0.001,1.0,1,14.2798,3,0.03300000000000002,SAT,Returned from portfolio; configuration: 7527289 my performance: ,0.029,
34,7,45,5.3366,0,10.0,-1,0.001,1.0,1,5.3366,3,0.03400000000000002,SAT,Returned from portfolio; configuration: 7618075 my performance: ,0.029,
35,7,72,2.1715,0,10.0,-1,0.001,1.0,1,2.1715,3,0.035000000000000024,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.028,
36,7,33,11.8774,0,10.0,-1,0.001,1.0,1,11.8774,3,0.036000000000000025,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.027,
37,7,5,44.62,0,10.0,-1,0.001,1.0,1,44.62,3,0.037000000000000026,SAT,Returned from portfolio; configuration: 7527289 my performance: ,0.029,
38,7,75,1.5844,0,10.0,-1,0.001,1.0,1,1.5844,3,0.03800000000000003,SAT,Returned from portfolio; configuration: 7527482 my performance: ,0.029,
