Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,0,0.001,SAT,Returned from portfolio; configuration: 8175448 my performance: ,0.028,
2,1,32,14.0366,0,10.0,-1,0.001,1.0,1,14.0366,1,0.002,SAT,Returned from portfolio; configuration: 8175448 my performance: ,0.03,
3,2,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,1,0.003,SAT,Returned from portfolio; configuration: 8175448 my performance: ,0.028,
4,2,32,14.0366,0,10.0,-1,0.001,1.0,1,14.0366,1,0.004,SAT,Returned from portfolio; configuration: 8175448 my performance: ,0.03,
5,1,57,19.7726,0,10.0,-1,0.001,1.0,1,19.7726,1,0.005,SAT,Returned from portfolio; configuration: 8175597 my performance: ,0.029,
6,3,32,14.0366,0,10.0,-1,0.001,1.0,1,14.0366,1,0.006,SAT,Returned from portfolio; configuration: 8175448 my performance: ,0.03,
7,3,57,19.7726,0,10.0,-1,0.001,1.0,1,19.7726,1,0.007,SAT,Returned from portfolio; configuration: 8175597 my performance: ,0.029,
8,3,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,1,0.008,SAT,Returned from portfolio; configuration: 8175448 my performance: ,0.028,
9,1,76,2.2206,0,10.0,-1,0.001,1.0,1,2.2206,1,0.009000000000000001,SAT,Returned from portfolio; configuration: 8175448 my performance: ,0.028,
10,4,73,1.5576,0,10.0,-1,0.001,1.0,1,1.5576,1,0.010000000000000002,SAT,Returned from portfolio; configuration: 8175448 my performance: ,0.028,
11,4,76,2.2206,0,10.0,-1,0.001,1.0,1,2.2206,1,0.011000000000000003,SAT,Returned from portfolio; configuration: 8175448 my performance: ,0.028,
12,4,57,19.7726,0,10.0,-1,0.001,1.0,1,19.7726,1,0.012000000000000004,SAT,Returned from portfolio; configuration: 8175597 my performance: ,0.029,
